Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
42,128,"China, Macao SAR",,,,,2002.0,2002.0,,
43,41,"China, mainland",,,,,2003.0,2003.0,,
44,214,"China, Taiwan Province of",,,,,2004.0,2004.0,,
45,44,Colombia,,,,,2005.0,2005.0,,
46,45,Comoros,,,,,2006.0,2006.0,,
47,46,Congo,,,,,2007.0,2007.0,,
48,47,Cook Islands,,,,,2009.0,2009.0,,
49,48,Costa Rica,,,,,,,,
50,107,Côte d'Ivoire,,,,,,,,
51,98,Croatia,,,,,,,,
52,49,Cuba,,,,,,,,
53,50,Cyprus,,,,,,,,
54,167,Czechia,,,,,,,,
55,51,Czechoslovakia,,,,,,,,
56,116,Democratic People's Republic of Korea,,,,,,,,
57,250,Democratic Republic of the Congo,,,,,,,,
58,54,Denmark,,,,,,,,
59,72,Djibouti,,,,,,,,
60,55,Dominica,,,,,,,,
61,56,Dominican Republic,,,,,,,,
62,58,Ecuador,,,,,,,,
63,59,Egypt,,,,,,,,
64,60,El Salvador,,,,,,,,
65,178,Eritrea,,,,,,,,
66,63,Estonia,,,,,,,,
67,238,Ethiopia,,,,,,,,
68,62,Ethiopia PDR,,,,,,,,
69,65,Falkland Islands (Malvinas),,,,,,,,
70,64,Faroe Islands,,,,,,,,
71,66,Fiji,,,,,,,,
72,67,Finland,,,,,,,,
73,68,France,,,,,,,,
74,69,French Guiana,,,,,,,,
75,70,French Polynesia,,,,,,,,
76,74,Gabon,,,,,,,,
77,75,Gambia,,,,,,,,
78,73,Georgia,,,,,,,,
79,79,Germany,,,,,,,,
80,81,Ghana,,,,,,,,
81,84,Greece,,,,,,,,
82,85,Greenland,,,,,,,,
83,86,Grenada,,,,,,,,
84,87,Guadeloupe,,,,,,,,
85,88,Guam,,,,,,,,
86,89,Guatemala,,,,,,,,
87,90,Guinea,,,,,,,,
88,175,Guinea-Bissau,,,,,,,,
89,91,Guyana,,,,,,,,
90,93,Haiti,,,,,,,,
91,95,Honduras,,,,,,,,
92,97,Hungary,,,,,,,,
93,99,Iceland,,,,,,,,
94,100,India,,,,,,,,
95,101,Indonesia,,,,,,,,
96,102,Iran (Islamic Republic of),,,,,,,,
97,103,Iraq,,,,,,,,
98,104,Ireland,,,,,,,,
99,105,Israel,,,,,,,,
100,106,Italy,,,,,,,,
101,109,Jamaica,,,,,,,,
102,110,Japan,,,,,,,,
103,112,Jordan,,,,,,,,
104,108,Kazakhstan,,,,,,,,
105,114,Kenya,,,,,,,,
106,83,Kiribati,,,,,,,,
107,118,Kuwait,,,,,,,,
108,113,Kyrgyzstan,,,,,,,,
109,120,Lao People's Democratic Republic,,,,,,,,
110,119,Latvia,,,,,,,,
111,121,Lebanon,,,,,,,,
112,122,Lesotho,,,,,,,,
113,123,Liberia,,,,,,,,
114,124,Libya,,,,,,,,
115,125,Liechtenstein,,,,,,,,
116,126,Lithuania,,,,,,,,
117,256,Luxembourg,,,,,,,,
118,129,Madagascar,,,,,,,,
119,130,Malawi,,,,,,,,
120,131,Malaysia,,,,,,,,
121,132,Maldives,,,,,,,,
122,133,Mali,,,,,,,,
123,134,Malta,,,,,,,,
124,135,Martinique,,,,,,,,
125,136,Mauritania,,,,,,,,
126,137,Mauritius,,,,,,,,
127,270,Mayotte,,,,,,,,
128,138,Mexico,,,,,,,,
129,141,Mongolia,,,,,,,,
130,273,Montenegro,,,,,,,,
131,142,Montserrat,,,,,,,,
132,143,Morocco,,,,,,,,
133,144,Mozambique,,,,,,,,
134,28,Myanmar,,,,,,,,
135,147,Namibia,,,,,,,,
136,149,Nepal,,,,,,,,
137,150,Netherlands,,,,,,,,
138,151,Netherlands Antilles (former),,,,,,,,
139,153,New Caledonia,,,,,,,,
140,156,New Zealand,,,,,,,,
141,157,Nicaragua,,,,,,,,
142,158,Niger,,,,,,,,
143,159,Nigeria,,,,,,,,
144,160,Niue,,,,,,,,
145,161,Norfolk Island,,,,,,,,
146,163,Northern Mariana Islands,,,,,,,,
147,162,Norway,,,,,,,,
148,299,Occupied Palestinian Territory,,,,,,,,
149,221,Oman,,,,,,,,
150,164,Pacific Islands Trust Territory,,,,,,,,
151,165,Pakistan,,,,,,,,
152,166,Panama,,,,,,,,
153,168,Papua New Guinea,,,,,,,,
154,169,Paraguay,,,,,,,,
155,170,Peru,,,,,,,,
156,171,Philippines,,,,,,,,
157,173,Poland,,,,,,,,
158,174,Portugal,,,,,,,,
159,177,Puerto Rico,,,,,,,,
160,179,Qatar,,,,,,,,
161,117,Republic of Korea,,,,,,,,
162,146,Republic of Moldova,,,,,,,,
163,182,Réunion,,,,,,,,
164,183,Romania,,,,,,,,
165,185,Russian Federation,,,,,,,,
166,184,Rwanda,,,,,,,,
167,187,"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
168,188,Saint Kitts and Nevis,,,,,,,,
169,189,Saint Lucia,,,,,,,,
170,190,Saint Pierre and Miquelon,,,,,,,,
171,191,Saint Vincent and the Grenadines,,,,,,,,
172,244,Samoa,,,,,,,,
173,193,Sao Tome and Principe,,,,,,,,
174,194,Saudi Arabia,,,,,,,,
175,195,Senegal,,,,,,,,
176,272,Serbia,,,,,,,,
177,186,Serbia and Montenegro,,,,,,,,
178,196,Seychelles,,,,,,,,
179,197,Sierra Leone,,,,,,,,
180,200,Singapore,,,,,,,,
181,199,Slovakia,,,,,,,,
182,198,Slovenia,,,,,,,,
183,25,Solomon Islands,,,,,,,,
184,201,Somalia,,,,,,,,
185,202,South Africa,,,,,,,,
186,203,Spain,,,,,,,,
187,38,Sri Lanka,,,,,,,,
188,206,Sudan (former),,,,,,,,
189,207,Suriname,,,,,,,,
190,209,Swaziland,,,,,,,,
191,210,Sweden,,,,,,,,
192,211,Switzerland,,,,,,,,
193,212,Syrian Arab Republic,,,,,,,,
194,208,Tajikistan,,,,,,,,
195,216,Thailand,,,,,,,,
196,154,The former Yugoslav Republic of Macedonia,,,,,,,,
197,176,Timor-Leste,,,,,,,,
198,217,Togo,,,,,,,,
199,219,Tonga,,,,,,,,
200,220,Trinidad and Tobago,,,,,,,,
201,222,Tunisia,,,,,,,,
202,223,Turkey,,,,,,,,
203,213,Turkmenistan,,,,,,,,
204,227,Tuvalu,,,,,,,,
205,226,Uganda,,,,,,,,
206,230,Ukraine,,,,,,,,
207,225,United Arab Emirates,,,,,,,,
208,229,United Kingdom,,,,,,,,
209,215,United Republic of Tanzania,,,,,,,,
210,231,United States of America,,,,,,,,
211,240,United States Virgin Islands,,,,,,,,
212,234,Uruguay,,,,,,,,
213,228,USSR,,,,,,,,
214,235,Uzbekistan,,,,,,,,
215,155,Vanuatu,,,,,,,,
216,236,Venezuela (Bolivarian Republic of),,,,,,,,
217,237,Viet Nam,,,,,,,,
218,243,Wallis and Futuna Islands,,,,,,,,
219,205,Western Sahara,,,,,,,,
220,249,Yemen,,,,,,,,
221,248,Yugoslav SFR,,,,,,,,
222,251,Zambia,,,,,,,,
223,181,Zimbabwe,,,,,,,,
224,5000,World,,,,,,,,
225,5100,Africa,,,,,,,,
226,5101,Eastern Africa,,,,,,,,
227,5102,Middle Africa,,,,,,,,
228,5103,Northern Africa,,,,,,,,
229,5104,Southern Africa,,,,,,,,
230,5105,Western Africa,,,,,,,,
231,5200,Americas,,,,,,,,
232,5203,Northern America,,,,,,,,
233,5204,Central America,,,,,,,,
234,5206,Caribbean,,,,,,,,
235,5207,South America,,,,,,,,
236,5300,Asia,,,,,,,,
237,5301,Central Asia,,,,,,,,
238,5302,Eastern Asia,,,,,,,,
239,5303,Southern Asia,,,,,,,,
240,5304,South-Eastern Asia,,,,,,,,
241,5305,Western Asia,,,,,,,,
242,5400,Europe,,,,,,,,
243,5401,Eastern Europe,,,,,,,,
244,5402,Northern Europe,,,,,,,,
245,5403,Southern Europe,,,,,,,,
246,5404,Western Europe,,,,,,,,
247,5500,Oceania,,,,,,,,
248,5501,Australia & New Zealand,,,,,,,,
249,5502,Melanesia,,,,,,,,
250,5503,Micronesia,,,,,,,,
251,5504,Polynesia,,,,,,,,
252,5706,European Union,,,,,,,,
253,5801,Least Developed Countries,,,,,,,,
254,5802,Land Locked Developing Countries,,,,,,,,
255,5803,Small Island Developing States,,,,,,,,
256,5815,Low Income Food Deficit Countries,,,,,,,,
257,5817,Net Food Importing Developing Countries,,,,,,,,
