Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,2455017.0,Agricultural machinery nes (trade),5622.0,Import Value,1971.0,1971.0,1000 US$,W
1,3,Albania,2455011.0,Agricultural tractors,5116.0,In Use,1972.0,1972.0,No,
2,4,Algeria,2455009.0,"Agricultural tractors, total",5607.0,Import Quantity,1973.0,1973.0,,F
3,5,American Samoa,2455004.0,Combine harvesters - threshers,5922.0,Export Value,1974.0,1974.0,,I
4,6,Andorra,2455014.0,Harvester and threshers (trade),5907.0,Export Quantity,1975.0,1975.0,,Fm
5,7,Angola,2455015.0,"Milking, dairy machinery (trade)",,,1976.0,1976.0,,Q
6,8,Antigua and Barbuda,2455002.0,"Seeders, planters and transplanters",,,1977.0,1977.0,,q
7,9,Argentina,2455016.0,Soil working equipment (trade),,,1978.0,1978.0,,A
8,1,Armenia,2455007.0,Threshing machines,,,1979.0,1979.0,,
9,22,Aruba,2455005.0,Balers (straw and fodder balers including pick-up balers),,,1980.0,1980.0,,
10,10,Australia,2455003.0,Manure spreaders and Fertiliser distributors,,,1981.0,1981.0,,
11,11,Austria,2455008.0,Milking machines,,,1982.0,1982.0,,
12,52,Azerbaijan,2455013.0,Other Agricultural tractors (two-axle tractors),,,1983.0,1983.0,,
13,12,Bahamas,2455010.0,Pedestrian controlled tractors (single axle tractors),,,1984.0,1984.0,,
14,13,Bahrain,2455001.0,Ploughs (e.g. reversible and non-reversible ploughs),,,1985.0,1985.0,,
15,16,Bangladesh,2455006.0,Root or tuber harvesting machines,,,1986.0,1986.0,,
16,14,Barbados,2455012.0,Track-laying tractors (crawlers),,,1987.0,1987.0,,
17,57,Belarus,,,,,1988.0,1988.0,,
18,255,Belgium,,,,,1989.0,1989.0,,
19,15,Belgium-Luxembourg,,,,,1990.0,1990.0,,
20,23,Belize,,,,,1991.0,1991.0,,
21,53,Benin,,,,,1992.0,1992.0,,
22,17,Bermuda,,,,,1993.0,1993.0,,
23,18,Bhutan,,,,,1994.0,1994.0,,
24,19,Bolivia (Plurinational State of),,,,,2008.0,2008.0,,
25,80,Bosnia and Herzegovina,,,,,1961.0,1961.0,,
26,20,Botswana,,,,,1962.0,1962.0,,
27,21,Brazil,,,,,1963.0,1963.0,,
28,239,British Virgin Islands,,,,,1964.0,1964.0,,
29,26,Brunei Darussalam,,,,,1965.0,1965.0,,
30,27,Bulgaria,,,,,1966.0,1966.0,,
31,233,Burkina Faso,,,,,1967.0,1967.0,,
32,29,Burundi,,,,,1968.0,1968.0,,
33,35,Cabo Verde,,,,,1969.0,1969.0,,
34,115,Cambodia,,,,,1970.0,1970.0,,
35,32,Cameroon,,,,,1995.0,1995.0,,
36,33,Canada,,,,,1996.0,1996.0,,
37,37,Central African Republic,,,,,1997.0,1997.0,,
38,39,Chad,,,,,1998.0,1998.0,,
39,40,Chile,,,,,1999.0,1999.0,,
40,351,China,,,,,2000.0,2000.0,,
41,96,"China, Hong Kong SAR",,,,,2001.0,2001.0,,
