country,value,year
Canada,108.79675281023472,2017
Mexico,85.81976949884567,2017
US,901.9971874270259,2017
Total North America,1096.6137097361063,2017
Argentina,32.03698251452786,2017
Brazil,136.0949955801555,2017
Chile,17.673096801850328,2017
Colombia,16.45065233518257,2017
Ecuador,11.28493109534285,2017
Peru,12.002463734948885,2017
Trinidad & Tobago,2.12048984731489,2017
Venezuela,22.136051148558398,2017
Other S. & Cent. America,67.35651180010966,2017
Total S. & Cent. America,317.15617485799095,2017
Austria,13.100260734299725,2017
Belgium,33.73671356856932,2017
Czech Republic,10.381481695631782,2017
Finland,10.260077536124145,2017
France,79.05584341960497,2017
Germany,118.99516742403735,2017
Greece,15.969549455149735,2017
Hungary,8.322915000558558,2017
Italy,61.9950931955054,2017
Netherlands,39.6082750761979,2017
Norway,10.050961527311001,2017
Poland,31.68970645839304,2017
Portugal,11.951507853735519,2017
Romania,10.262378069169774,2017
Spain,64.95373870504467,2017
Sweden,15.389407916676106,2017
Switzerland,10.881561705059548,2017
Turkey,49.16430587367573,2017
Ukraine,9.937566908735441,2017
United Kingdom,77.9690031831388,2017
Other Europe,62.48742645736641,2017
Total Europe,746.162941763985,2017
Azerbaijan,4.748246575506678,2017
Belarus,6.728900991358014,2017
Kazakhstan,14.95978020638676,2017
Russian Federation,151.51140019752881,2017
Turkmenistan,6.89578152504338,2017
Uzbekistan,2.749002069054908,2017
Other CIS,3.5532007151383045,2017
Total CIS,191.14631228001687,2017
Iran,84.49627353645498,2017
Iraq,35.63853554866895,2017
Israel,11.655212156286114,2017
Kuwait,20.43383662811751,2017
Oman,9.239097339607284,2017
Qatar,11.789909070464853,2017
Saudi Arabia,168.76863836524464,2017
United Arab Emirates,43.827664595602236,2017
Other Middle East,26.64053474284052,2017
Total Middle East,412.489701983287,2017
Algeria,19.37999173354352,2017
Egypt,39.23073934734223,2017
Morocco,13.53859357755588,2017
South Africa,27.516339793650197,2017
Other Africa,92.43295406328174,2017
Total Africa,192.09861851537357,2017
Australia,51.10274591459388,2017
Bangladesh,7.8520906269376916,2017
China,610.6835892370244,2017
China Hong Kong SAR,21.903954665568033,2017
India,227.10707955650508,2017
Indonesia,79.29965530741251,2017
Japan,187.8063653569194,2017
Malaysia,35.957139466926606,2017
New Zealand,8.519101218769258,2017
Pakistan,29.191166642661678,2017
Philippines,21.739023068932152,2017
Singapore,74.78256971820905,2017
South Korea,129.9617595198247,2017
Sri Lanka,5.427665631644406,2017
Taiwan,50.11916173025207,2017
Thailand,64.35728164019635,2017
Vietnam,23.6383097249162,2017
Other Asia Pacific,21.888192607287817,2017
Total Asia Pacific,1651.3368516345815,2017
Total World,4607.004310771342,2017
Canada,109.97427120592248,2018
Mexico,82.82403268435978,2018
US,919.7295129490205,2018
Total North America,1112.5278168393027,2018
Argentina,30.113778790959998,2018
Brazil,135.91429929662436,2018
Chile,18.145297632430058,2018
Colombia,16.569716497716076,2018
Ecuador,12.21203474508619,2018
Peru,12.388077537247124,2018
Trinidad & Tobago,2.102071218720825,2018
Venezuela,19.500253808458023,2018
Other S. & Cent. America,68.31888709375174,2018
Total S. & Cent. America,315.2644166209945,2018
Austria,13.408540545451823,2018
Belgium,34.078554776370915,2018
Czech Republic,10.629787029531895,2018
Finland,10.74790676277471,2018
France,78.86541197007791,2018
Germany,113.19414737860427,2018
Greece,15.950472759724928,2018
Hungary,8.84959918393279,2018
Italy,60.782538194901676,2018
Netherlands,40.88967251493345,2018
Norway,10.411651903033267,2018
Poland,32.822843322399464,2018
Portugal,11.546650160833673,2018
Romania,10.237135410243688,2018
Spain,66.61906645484548,2018
Sweden,14.834876026578918,2018
Switzerland,10.521910833643833,2018
Turkey,48.56439008411096,2018
Ukraine,9.579951620288119,2018
United Kingdom,77.03053791828924,2018
Other Europe,62.40743456515591,2018
Total Europe,741.9730794157272,2018
Azerbaijan,4.649746491842768,2018
Belarus,6.80159624168707,2018
Kazakhstan,16.38159098129319,2018
Russian Federation,152.31858000838665,2018
Turkmenistan,7.089921326322995,2018
Uzbekistan,2.6429932932563194,2018
Other CIS,3.6640938321382057,2018
Total CIS,193.5485221749272,2018
Iran,86.16854942660088,2018
Iraq,38.372791440972605,2018
Israel,11.45532187079942,2018
Kuwait,20.047639496004102,2018
Oman,9.204392025463376,2018
Qatar,12.207315275548252,2018
Saudi Arabia,162.64398241398374,2018
United Arab Emirates,45.104051797461224,2018
Other Middle East,26.84776909662091,2018
Total Middle East,412.0518128434545,2018
Algeria,19.621367512181138,2018
Egypt,36.71344132816784,2018
Morocco,13.194134980358848,2018
South Africa,26.28981166775637,2018
Other Africa,95.50846065191433,2018
Total Africa,191.32721614037848,2018
Australia,53.333162496797165,2018
Bangladesh,9.001855204381528,2018
China,641.2120742767266,2018
China Hong Kong SAR,22.1826471246736,2018
India,239.0509470246526,2018
Indonesia,83.40911542424091,2018
Japan,182.36481994607504,2018
Malaysia,36.88476728356742,2018
New Zealand,8.410162333750916,2018
Pakistan,24.33826194676469,2018
Philippines,21.959383859545646,2018
Singapore,75.8209510995292,2018
South Korea,128.87657353094215,2018
Sri Lanka,5.34213901932781,2018
Taiwan,50.04548389712244,2018
Thailand,65.78504638060913,2018
Vietnam,24.851151803248943,2018
Other Asia Pacific,22.49197149154402,2018
Total Asia Pacific,1695.3605141435,2018
Total World,4662.053378178283,2018
