country,value,year
Canada,29.066107070707073,2017
Mexico,10.619781666666636,2017
US,256.8713757575725,2017
Total North America,296.5572644949462,2017
Argentina,0.6115669999999999,2017
Brazil,42.3732582483552,2017
Chile,3.6255593567499997,2017
Colombia,0.00307141922,2017
Ecuador,0.0734,2017
Peru,1.073432268,2017
Trinidad & Tobago,0.0,2017
Venezuela,0.0,2017
Other S. & Cent. America,8.368977331163475,2017
Total S. & Cent. America,56.12926562348867,2017
Austria,6.574498956421462,2017
Belgium,6.5106,2017
Czech Republic,0.5910380000000001,2017
Finland,4.7951999999999995,2017
France,24.31716348305721,2017
Germany,105.693,2017
Greece,5.536987,2017
Hungary,0.758,2017
Italy,17.7419,2017
Netherlands,10.568800999999999,2017
Norway,2.854,2017
Poland,14.909,2017
Portugal,12.248,2017
Romania,7.407,2017
Spain,49.127,2017
Sweden,17.609,2017
Switzerland,0.133,2017
Turkey,17.9038,2017
Ukraine,0.9748,2017
United Kingdom,50.003656661403745,2017
Other Europe,0.29373458188441726,2017
Total Europe,384.29638156676685,2017
Azerbaijan,0.0221,2017
Belarus,0.097,2017
Kazakhstan,0.3300612999999999,2017
Russian Federation,0.14025,2017
Turkmenistan,0.0,2017
Uzbekistan,0.0,2017
Other CIS,0.0081,2017
Total CIS,0.5975112999999999,2017
Iran,0.29227921643933163,2017
Iraq,0.0,2017
Israel,0.10526948518838079,2017
Kuwait,0.017452185792349726,2017
Oman,0.0,2017
Qatar,0.0,2017
Saudi Arabia,0.0,2017
United Arab Emirates,0.0007499999925494185,2017
Other Middle East,0.45747732240437156,2017
Total Middle East,0.8732282098169832,2017
Algeria,0.019,2017
Egypt,2.4493493541977145,2017
Morocco,3.0349,2017
South Africa,5.866960227272727,2017
Other Africa,1.425699254262094,2017
Total Africa,12.795908835732535,2017
Australia,13.19393,2017
Bangladesh,0.005086065573770491,2017
China,295.0,2017
China Hong Kong SAR,0.000825,2017
India,52.624950000000005,2017
Indonesia,0.0,2017
Japan,6.108903000000001,2017
Malaysia,0.0,2017
New Zealand,2.141193520001311,2017
Pakistan,1.2035241804691899,2017
Philippines,1.093558,2017
Singapore,0.0,2017
South Korea,2.169014,2017
Sri Lanka,0.3702743081704988,2017
Taiwan,1.7225,2017
Thailand,0.5269751328286134,2017
Vietnam,0.26477495007903745,2017
Other Asia Pacific,0.3145183715355191,2017
Total Asia Pacific,376.74002652865795,2017
Total World,1127.9895865594092,2017
Canada,32.17005151515152,2018
Mexico,12.62920682695512,2018
US,277.7291060606029,2018
Total North America,322.5283644027095,2018
Argentina,1.4126997839999997,2018
Brazil,48.479907054406276,2018
Chile,3.6887101489284677,2018
Colombia,0.04343735494,2018
Ecuador,0.08025777129099998,2018
Peru,1.4936338640475,2018
Trinidad & Tobago,0.0,2018
Venezuela,0.0,2018
Other S. & Cent. America,10.664019761215298,2018
Total S. & Cent. America,65.86266573882855,2018
Austria,5.900014713245762,2018
Belgium,7.468573702039362,2018
Czech Republic,0.6093,2018
Finland,5.857,2018
France,28.16738103454127,2018
Germany,111.59,2018
Greece,6.300269102812201,2018
Hungary,0.608,2018
Italy,17.472517725334097,2018
Netherlands,10.549225,2018
Norway,3.8758809999999997,2018
Poland,12.845,2018
Portugal,12.657,2018
Romania,6.497,2018
Spain,50.83600813745835,2018
Sweden,16.81339144342263,2018
Switzerland,0.133,2018
Turkey,19.825697000000005,2018
Ukraine,1.1274000000000002,2018
United Kingdom,57.11571961877705,2018
Other Europe,0.5311346148983577,2018
Total Europe,404.3694801067043,2018
Azerbaijan,0.08220000000000001,2018
Belarus,0.1179781746031746,2018
Kazakhstan,0.5412648,2018
Russian Federation,0.22774,2018
Turkmenistan,0.0,2018
Uzbekistan,0.0,2018
Other CIS,0.0079,2018
Total CIS,0.9770829746031746,2018
Iran,0.3619737420729483,2018
Iraq,0.0,2018
Israel,0.10526948518838079,2018
Kuwait,0.017452185792349726,2018
Oman,0.0,2018
Qatar,0.0,2018
Saudi Arabia,0.0,2018
United Arab Emirates,0.0007499999925,2018
Other Middle East,0.5749405407951761,2018
Total Middle East,1.060385953841355,2018
Algeria,0.01,2018
Egypt,2.43896681131469,2018
Morocco,3.8407,2018
South Africa,6.8947651806663535,2018
Other Africa,1.501507525741684,2018
Total Africa,14.685939517722726,2018
Australia,16.266484000000002,2018
Bangladesh,0.005086065573770491,2018
China,366.0,2018
China Hong Kong SAR,0.000825,2018
India,60.31116,2018
Indonesia,0.198,2018
Japan,6.789652,2018
Malaysia,0.0,2018
New Zealand,2.0460038740978232,2018
Pakistan,1.7226808703143583,2018
Philippines,1.152924,2018
Singapore,0.0,2018
South Korea,2.4036904698423758,2018
Sri Lanka,0.30566218936775297,2018
Taiwan,1.6794,2018
Thailand,0.7641585204461148,2018
Vietnam,0.32666406433129574,2018
Other Asia Pacific,0.4970649562349726,2018
Total Asia Pacific,460.4694560102085,2018
Total World,1269.9533747046175,2018
