country,value,year
Canada,662.7314111471248,2017
Mexico,329.0853547077128,2017
US,4302.535126199859,2017
Total North America,5294.351892054698,2017
Argentina,145.61845399999999,2017
Brazil,587.9624503765012,2017
Other S. & Cent. America,578.029032756116,2017
Total S. & Cent. America,1311.6099371326168,2017
Germany,653.6546999999999,2017
Italy,295.83,2017
Netherlands,117.260034,2017
Poland,170.465,2017
Spain,275.63169507000003,2017
Turkey,297.2775,2017
Ukraine,155.4146,2017
United Kingdom,338.64857444498256,2017
Other Europe,1757.6105265727253,2017
Total Europe,4061.7926300877098,2017
Kazakhstan,103.13951080000001,2017
Russian Federation,1089.5715,2017
Other CIS,188.97789999999998,2017
Total CIS,1381.6889107999998,2017
Iran,305.164,2017
Saudi Arabia,382.093300341961,2017
United Arab Emirates,134.553078,2017
Other Middle East,397.47975808947507,2017
Total Middle East,1219.2901364314357,2017
Egypt,193.2111642228739,2017
South Africa,255.093,2017
Other Africa,381.3286499024918,2017
Total Africa,829.6328141253658,2017
Australia,259.030082,2017
China,6604.45,2017
India,1470.337414137715,2017
Indonesia,254.61735,2017
Japan,1050.1465275869243,2017
Malaysia,162.250597057,2017
South Korea,576.4121269999999,2017
Taiwan,270.2787,2017
Thailand,176.7381069660001,2017
Vietnam,192.45,2017
Other Asia Pacific,561.520076006276,2017
Total Asia Pacific,11578.230980753911,2017
Total World,25676.597301385715,2017
Canada,654.3501563084004,2018
Mexico,332.140022998171,2018
US,4460.771284948295,2018
Total North America,5447.261464254866,2018
Argentina,146.60940676406065,2018
Brazil,588.0465267968525,2018
Other S. & Cent. America,570.6090215987308,2018
Total S. & Cent. America,1305.2649551596437,2018
Germany,648.7,2018
Italy,290.6126731986048,2018
Netherlands,117.52089459967345,2018
Poland,170.141,2018
Spain,275.0222576686835,2018
Turkey,302.5147795450181,2018
Ukraine,159.3505,2018
United Kingdom,333.9160241887043,2018
Other Europe,1779.4828217602203,2018
Total Europe,4077.2609509609047,2018
Kazakhstan,107.0603625,2018
Russian Federation,1110.7623099999998,2018
Other CIS,199.53606330481193,2018
Total CIS,1417.3587358048117,2018
Iran,310.80368644067795,2018
Saudi Arabia,383.7779947925959,2018
United Arab Emirates,136.9305935273017,2018
Other Middle East,408.8524234586197,2018
Total Middle East,1240.3646982191951,2018
Egypt,199.9843517801005,2018
South Africa,256.003,2018
Other Africa,397.720859281008,2018
Total Africa,853.7082110611087,2018
Australia,261.40509299999997,2018
China,7111.77,2018
India,1561.1001761468854,2018
Indonesia,267.297,2018
Japan,1051.620550184369,2018
Malaysia,168.43848141,2018
South Korea,594.2582550060973,2018
Taiwan,273.6005,2018
Thailand,177.63613568899999,2018
Vietnam,212.9,2018
Other Asia Pacific,593.5540876521475,2018
Total Asia Pacific,12273.580279088495,2018
Total World,26614.799294549033,2018
