country,value,year
Canada,59.6052688172043,2017
Mexico,196.32046,2017
US,1393.994292473116,2017
Total North America,1649.9200212903202,2017
Argentina,80.79580752924589,2017
Brazil,65.59331591716993,2017
Other S. & Cent. America,97.9504759879519,2017
Total S. & Cent. America,244.33959943436773,2017
Germany,86.7483,2017
Italy,140.3493,2017
Netherlands,57.883554,2017
Poland,10.035,2017
Spain,64.037,2017
Turkey,110.49,2017
Ukraine,9.135872669067036,2017
United Kingdom,136.82943394987336,2017
Other Europe,171.97579766153646,2017
Total Europe,787.4842582804766,2017
Kazakhstan,19.751063762561106,2017
Russian Federation,515.9431867637469,2017
Other CIS,127.46121977431694,2017
Total CIS,663.155470300625,2017
Iran,251.17033975621825,2017
Saudi Arabia,225.07447713336256,2017
United Arab Emirates,132.42133446589497,2017
Other Middle East,232.28721259814722,2017
Total Middle East,840.953363953623,2017
Egypt,149.39136254357052,2017
South Africa,1.8785397853126597,2017
Other Africa,173.62282607410197,2017
Total Africa,324.8927284029852,2017
Australia,55.176279,2017
China,202.8,2017
India,73.45718346927067,2017
Indonesia,55.708,2017
Japan,401.45,2017
Malaysia,65.09235828849859,2017
South Korea,127.98089260355978,2017
Taiwan,93.4145,2017
Thailand,121.04416313699998,2017
Vietnam,44.355747469727795,2017
Other Asia Pacific,201.60444593351437,2017
Total Asia Pacific,1442.0835699015709,2017
Total World,5952.829011563968,2017
Canada,58.741767027100146,2018
Mexico,196.65382883421938,2018
US,1578.5081709677418,2018
Total North America,1833.9037668290614,2018
Argentina,85.27492762367058,2018
Brazil,46.79054472489184,2018
Other S. & Cent. America,95.81218405852638,2018
Total S. & Cent. America,227.87765640708878,2018
Germany,83.0,2018
Italy,127.22596732991956,2018
Netherlands,57.32021453815148,2018
Poland,12.368,2018
Spain,57.197068177495986,2018
Turkey,92.16816237035863,2018
Ukraine,12.054669570637,2018
United Kingdom,131.48241535666014,2018
Other Europe,158.5008609424398,2018
Total Europe,731.3173582856627,2018
Kazakhstan,24.1811355287048,2018
Russian Federation,521.4888261474568,2018
Other CIS,140.41467970316498,2018
Total CIS,686.0846413793266,2018
Iran,269.10230585890673,2018
Saudi Arabia,233.03108323026103,2018
United Arab Emirates,134.3843398091118,2018
Other Middle East,241.94746318625027,2018
Total Middle East,878.4651920845298,2018
Egypt,160.9011195235954,2018
South Africa,1.8502811381836768,2018
Other Africa,176.58831067157826,2018
Total Africa,339.3397113333574,2018
Australia,50.244877,2018
China,223.6,2018
India,74.30765834535585,2018
Indonesia,59.58,2018
Japan,386.905,2018
Malaysia,66.36162517190995,2018
South Korea,160.43675123259146,2018
Taiwan,94.76910000000001,2018
Thailand,116.265176074,2018
Vietnam,44.33033636760433,2018
Other Asia Pacific,208.96290685152601,2018
Total Asia Pacific,1485.7634310429876,2018
Total World,6182.751757362014,2018
