country,value,year
Canada,42.08283237639554,2017
Mexico,19.130738008153074,2017
US,417.7577708878231,2017
Total North America,478.97134127237166,2017
Argentina,3.011638507707831,2017
Brazil,94.47775638067105,2017
Other S. & Cent. America,41.87648602574325,2017
Total S. & Cent. America,139.36588091412207,2017
Germany,196.188,2017
Italy,67.69900000000001,2017
Netherlands,17.372495999999998,2017
Poland,21.562,2017
Spain,69.52567117,2017
Turkey,29.0446,2017
Ukraine,1.8962999999999999,2017
United Kingdom,93.40169950938031,2017
Other Europe,220.38462373688145,2017
Total Europe,717.0743904162617,2017
Kazakhstan,0.4197567999999999,2017
Russian Federation,1.14309,2017
Other CIS,0.4836537500000001,2017
Total CIS,2.0465005499999998,2017
Iran,0.328660540324286,2017
Saudi Arabia,0.14185938895295414,2017
United Arab Emirates,0.5391069220831772,2017
Other Middle East,4.534801050520077,2017
Total Middle East,5.544427901880495,2017
Egypt,2.712121212121212,2017
South Africa,10.626460164218528,2017
Other Africa,13.55972430616856,2017
Total Africa,26.898305682508305,2017
Australia,25.692364,2017
China,492.3971459591602,2017
India,95.76695000000001,2017
Indonesia,13.38345,2017
Japan,98.81181199060762,2017
Malaysia,1.3200492650831612,2017
South Korea,17.5732725,2017
Taiwan,5.2755,2017
Thailand,14.944017923000004,2017
Vietnam,0.33449021824174485,2017
Other Asia Pacific,31.083172378473506,2017
Total Asia Pacific,796.5822242345664,2017
Total World,2166.483070971708,2017
Canada,45.304937950425845,2018
Mexico,21.352290758763246,2018
US,458.5243247208908,2018
Total North America,525.1815534300798,2018
Argentina,3.817767722056054,2018
Brazil,104.50697049217902,2018
Other S. & Cent. America,47.9933345370773,2018
Total S. & Cent. America,156.31807275131234,2018
Germany,209.191,2018
Italy,66.01544514251113,2018
Netherlands,18.626285295862836,2018
Poland,19.475,2018
Spain,70.73550242810623,2018
Turkey,37.70017788499764,2018
Ukraine,2.6324,2018
United Kingdom,105.62413742299852,2018
Other Europe,231.05409157427601,2018
Total Europe,761.0540397487522,2018
Kazakhstan,0.6583836,2018
Russian Federation,1.2632999999999999,2018
Other CIS,0.6158773229971377,2018
Total CIS,2.5375609229971374,2018
Iran,0.4214130662900154,2018
Saudi Arabia,0.15487178337038912,2018
United Arab Emirates,0.9536171061679973,2018
Other Middle East,5.912947966483114,2018
Total Middle East,7.442849922311516,2018
Egypt,3.474705882352941,2018
South Africa,12.36043100468418,2018
Other Africa,16.040914516134766,2018
Total Africa,31.876051403171882,2018
Australia,31.886929000000002,2018
China,634.2234617486339,2018
India,121.50225999999999,2018
Indonesia,14.75316,2018
Japan,112.13341869382293,2018
Malaysia,1.4640328112770957,2018
South Korea,21.928361584245764,2018
Taiwan,6.42675,2018
Thailand,17.800316928,2018
Vietnam,0.4677289056124142,2018
Other Asia Pacific,33.39310650535147,2018
Total Asia Pacific,995.9795261769433,2018
Total World,2480.3896543555666,2018
