country,value,year
Canada,9.724526315789474,2017
Mexico,7.324450230375332,2017
US,82.82982947368498,2017
Total North America,99.87880601984979,2017
Argentina,2.383654507707831,2017
Brazil,51.27268473099867,2017
Chile,6.931163081280328,2017
Colombia,1.991259283859284,2017
Ecuador,0.43085,2017
Peru,0.5773503390497076,2017
Trinidad & Tobago,0.0,2017
Venezuela,0.0,2017
Other S. & Cent. America,12.19404321634032,2017
Total S. & Cent. America,75.78100515923614,2017
Austria,4.640932432747886,2017
Belgium,5.762499999999999,2017
Czech Republic,4.964567,2017
Finland,11.838105263157997,2017
France,7.994645593869732,2017
Germany,51.093999999999994,2017
Greece,0.310028,2017
Hungary,2.14,2017
Italy,25.5794,2017
Netherlands,4.599349,2017
Norway,0.21,2017
Poland,6.488,2017
Portugal,3.4370000000000003,2017
Romania,0.525168,2017
Spain,6.078,2017
Sweden,12.076,2017
Switzerland,1.838,2017
Turkey,8.2515,2017
Ukraine,0.16342999999999983,2017
United Kingdom,31.873172637955648,2017
Other Europe,0.19718882990163936,2017
Total Europe,208.23563019186403,2017
Azerbaijan,0.08515,2017
Belarus,0.106,2017
Kazakhstan,0.0,2017
Russian Federation,0.46854000000000007,2017
Turkmenistan,0.0,2017
Uzbekistan,0.0,2017
Other CIS,0.022,2017
Total CIS,0.68169,2017
Iran,0.021740437158469943,2017
Iraq,0.0,2017
Israel,0.115,2017
Kuwait,0.0,2017
Oman,0.0,2017
Qatar,0.11448633879781421,2017
Saudi Arabia,0.0,2017
United Arab Emirates,0.00598360655737705,2017
Other Middle East,0.0040999999999999995,2017
Total Middle East,0.26131038251366123,2017
Algeria,0.0,2017
Egypt,0.0,2017
Morocco,0.0,2017
South Africa,0.48326809797050563,2017
Other Africa,7.008557290352179,2017
Total Africa,7.491825388322687,2017
Australia,3.5433239999999997,2017
Bangladesh,0.00801992703849559,2017
China,79.59714595916019,2017
China Hong Kong SAR,0.10072404371584699,2017
India,21.619790000000016,2017
Indonesia,13.3544,2017
Japan,30.867930832657628,2017
Malaysia,0.9571160431325243,2017
New Zealand,8.428234670979705,2017
Pakistan,1.6219271330292782,2017
Philippines,11.283224999999998,2017
Singapore,0.8345,2017
South Korea,8.3480395,2017
Sri Lanka,0.07213591956368194,2017
Taiwan,1.8614000000000002,2017
Thailand,9.9361803099951,2017
Vietnam,0.060833333333333336,2017
Other Asia Pacific,0.15063314207650272,2017
Total Asia Pacific,192.6455598146823,2017
Total World,584.9758269564686,2017
Canada,9.588635535611227,2018
Mexico,6.480283931808128,2018
US,83.67703684210606,2018
Total North America,99.74595630952543,2018
Argentina,2.2969394100560545,2018
Brazil,52.889985033388015,2018
Chile,6.737367486359986,2018
Colombia,2.0888381571592842,2018
Ecuador,0.42796765147500004,2018
Peru,0.6744149677685937,2018
Trinidad & Tobago,0.0,2018
Venezuela,0.0,2018
Other S. & Cent. America,12.908367494305661,2018
Total S. & Cent. America,78.0238802005126,2018
Austria,4.763252128906658,2018
Belgium,5.427544126033027,2018
Czech Republic,4.728500000000001,2018
Finland,12.861684210526409,2018
France,8.521197318007664,2018
Germany,51.437,2018
Greece,0.29830333452895774,2018
Hungary,2.3711824817518248,2018
Italy,25.312198354429814,2018
Netherlands,4.875860295862836,2018
Norway,0.17826665303857722,2018
Poland,6.331,2018
Portugal,3.439,2018
Romania,0.46171019999999996,2018
Spain,7.378921564598455,2018
Sweden,11.858713663031171,2018
Switzerland,1.9740714017286733,2018
Turkey,9.983786807265563,2018
Ukraine,0.21850654274359105,2018
United Kingdom,35.58660245277352,2018
Other Europe,0.2333166196948703,2018
Total Europe,217.63249692525955,2018
Azerbaijan,0.08109999999999999,2018
Belarus,0.10914943089027027,2018
Kazakhstan,0.0024284,2018
Russian Federation,0.4645,2018
Turkmenistan,0.0,2018
Uzbekistan,0.0,2018
Other CIS,0.022,2018
Total CIS,0.6791778308902703,2018
Iran,0.021740437158469943,2018
Iraq,0.0,2018
Israel,0.115,2018
Kuwait,0.0,2018
Oman,0.0,2018
Qatar,0.11448633879781421,2018
Saudi Arabia,0.0,2018
United Arab Emirates,0.00598360655737705,2018
Other Middle East,0.0040999999999999995,2018
Total Middle East,0.26131038251366123,2018
Algeria,0.0,2018
Egypt,0.0,2018
Morocco,0.0,2018
South Africa,0.5304310046841806,2018
Other Africa,7.6305918815656195,2018
Total Africa,8.161022886249803,2018
Australia,3.539346,2018
Bangladesh,0.00801992703849559,2018
China,90.72346174863388,2018
China Hong Kong SAR,0.10072404371584699,2018
India,30.45869682099999,2018
Indonesia,14.5368,2018
Japan,33.65543079553293,2018
Malaysia,1.0043398780198554,2018
New Zealand,8.320907598834744,2018
Pakistan,1.667658529430378,2018
Philippines,11.540128,2018
Singapore,0.903,2018
South Korea,10.174794202322238,2018
Sri Lanka,0.11339363965839495,2018
Taiwan,2.01435,2018
Thailand,12.316501752788158,2018
Vietnam,0.060833333333333336,2018
Other Asia Pacific,0.16313100487650273,2018
Total Asia Pacific,221.30151727518472,2018
Total World,625.805361810136,2018
