country,year,value
Botswana,2000,3.31151152284279
Kenya,2000,0.591548821736183
Lesotho,2000,8.56449907942459
Malawi,2000,12.3743170196567
Mauritius,2000,2.4
Mozambique,2000,0.426667012465695
Namibia,2000,19.6497454622339
Seychelles,2000,2.55130628917667
South Africa,2000,7.84842784203097
Eswatini,2000,0.781040354586645
Tanzania,2000,2.78770869566267
Uganda,2000,5.4
Zambia,2000,16.8031028903663
Botswana,2007,1.54367264229866
Kenya,2007,0.580917076580441
Lesotho,2007,3.51697554993312
Malawi,2007,8.61274857079476
Mauritius,2007,1.1
Mozambique,2007,5.05461675100867
Namibia,2007,5.36847932720319
Seychelles,2007,1.88846737509612
South Africa,2007,5.51027760909008
Eswatini,2007,0.198199349876897
Tanzania,2007,0.650227831605541
Uganda,2007,5.0
Zambia,2007,13.7430685286188
Zimbabwe,2007,3.59241083435757
