Report generated on: 02-28-2022 17:10:03
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.130-2-AFG-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-AFG-TST.A","            Bituminous (Mst)","131.17505","137.78892","159.83515","159.83515","163.14208","166.44902","176.36982","184.086","152.11897","139.99354","115.74269","103.61727","8.81849","7.71618","6.61387","5.51156","3.30693","2.20462","2.20462","1.10231","1.10231","28.6601","23.14854","38.5809","37.47859","36.37627","38.5809","267.86166","382.50204","551.15568","799.17574","1631.4188","1366.8644","1484.81157","1672.645194","1504.65315","1871.72238","2415.16121","2695.14795","2357.84109","2310.2834139078"
"INTL.119-2-AFG-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-AFG-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-AFG-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Albania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ALB-TST.A","        Coal (Mst)","1741.6497776720046","1862.9039000185755","2083.3659000232215","2259.7355000245907","2447.1282000257797","2612.4747000271486","2568.382956998768","2678.6125923891977","2689.6362254527867","2681.9199554412767","2364.4563401107366","1330.4879393561407","348.3316931056262","227.0784796518957","186.2922775650374","155.4230036534095","124.56117712625043","88.73362548888437","54.895182072574734","67.68160744689976","80.46775178285903","89.28645502061228","68.3427509106872","70.5478237951879","65.03634154825494","59.524695022421085","89.01227197202894","118.5009994135411","147.9871389721581","177.47191000000052","162.04706570800326","146.62222141600134","131.1973771240038","115.772532832","144.50402251999748","123.4817814275057","95.90097000000009","103.97958","100.26787095917","114.60030441101","131.641716179618"
"INTL.11-2-ALB-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-ALB-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ALB-TST.A","            Bituminous (Mst)","176.54586077994","165.30223390154","209.38283235607","220.40298001861","231.42312892267","242.44327740481","241.5250358192","260.53981771483","266.22934317179","239.38563337048","176.83977549734","119.67897682996","71.771590105661","51.980825223816","39.66841602486","10.825152616654","5.2955289766167","8.3385959622324","4.3362826171358","2.7832396913993","5.6345473003706","9.2133668571359","6.3990181268882","3.5948283642947","6.0900021246952","4.8556362735017","46.234894621661","81.166385957131","92.751849785348","159.81299132526","140.31979343257","138.92922046035","124.89310681883","112.43562","144.40413394614","112.53507438999","90.022705836299","74.46834","84.65739918152","87.83164963837","121.54100483756"
"INTL.119-2-ALB-TST.A","            Subbituminous (Mst)","0.017632258064516","0.016530241935484","0.020938306451613","0.022040322580645","0.023142338709677","0.02424435483871","0.025346370967742","0.025346370967742","0.026448387096774","0.026448387096774","0.033280887096774","0.022040322580645","0.0055100806451613","0.010160588709677","0.0088602096774193","0.0042317419354839","0.0034549376537299","0.0026781333719758","0.0022490496169355","0.0011245248084678","0.00069544105342743","0.0002663572983871","0.0001708125","0.00034327802419355","0.00066054846774194","0.0004405860483871","0.0053629614919355","0.010791052137097","0.011296657137097","0.015981299132526","0.014031979343257","0.013892922046035","0.012489310681883","0.011243562","0.0065144722080967","10.922567160774","5.8343391515159","9.95407","3.00855121765","16.25471176164","0.002645544"
"INTL.14-2-ALB-TST.A","            Lignite (Mst)","1565.086284634","1697.5851358751","1873.9621293607","2039.3104796834","2215.6819287644","2370.0071782675","2326.8325748086","2418.0474283034","2423.3804338939","2442.5078736837","2187.5832837263","1210.7869222036","276.55459291932","175.08749383937","146.6150013305","144.59361929482","119.26219321198","80.39235139328","50.556650405822","64.897243230692","74.832509041435","80.072821806178","61.943561971299","66.952652152869","58.945678875092","54.668618162871","42.772014388876","37.323822404273","55.223992529673","17.642937375608","21.71324029609","7.6791080336053","6.2917809944919","3.32566927","0.093374101649385","0.024139876741697","0.043925012185185","19.55717","12.60192056","10.513943011","10.098065798058"
"INTL.21-2-ALB-TST.A","        Metallurgical coke (Mst)","27.55775","28.66006","29.76237","30.86468","31.96699","33.0693","34.17161","36.37623","37.47854","37.47854","40.78547","39.68316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Algeria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-DZA-TST.A","        Coal (Mst)","102.369504712799","307.6596691384","822.27052558564","1333.5643130594","1374.5635000957","1374.8380131248","1388.7590113254","1407.4668188581","1428.3792563909","1447.6382139236","1347.1078863838","1246.577558844","1155.7781540943","908.13743769519","925.9404","553.35965","575.70855862724","620.60053","698.313395","697.652008","649.5097095847262","602.9635700000018","347.8538055609848","407.6567030778028","420.6988161200043","415.4606389999953","275.0942808395067","281.2584880516288","287.6757045009286","183.20298326662578","1.8672897024833615","2.2041153284792596","17.382771637034573","50.51921342534","33.50170424601","23.15455286342","23.06874574609","37.08419816047","16.47184588775","16.26869897323","26.40699898705"
"INTL.11-2-DZA-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-DZA-TST.A","            Metallurgical coal (Mst)","99.062574712799","297.1877241384","804.63356558564","1308.7623380594","1349.4859475957","1349.4848831248","1376.6336013254","1396.9948738581","1417.3561463909","1437.7174189236","1335.2580438838","1232.798668844","1139.2434840943","886.09120769519","900.58727","529.1088","562.48081862724","608.47512","692.25068","696.65992","648.86058996856","602.0803151989","346.670211833","406.68140892814","419.73405998649","414.40866823026","273.97564846113","280.3754292023","286.77520994347","182.98346","1.86271540499","2.20086883907","17.3635320045","50.45547565652","33.46743893966","22.87150390624","23.06102737147","36.77585816047","16.27232777775","16.1217908126","26.38495278705"
"INTL.12-2-DZA-TST.A","            Bituminous (Mst)","3.30693","10.471945","17.63696","24.801975","25.0775525","25.35313","12.12541","10.471945","11.02311","9.920795","11.8498425","13.77889","16.53467","22.04623","25.35313","24.25085","13.22774","12.12541","6.062715","0.99208799999999","0.64911961616628","0.88325480110188","1.1835937279848","0.97529414966277","0.96475613351435","1.0519707697353","1.1186323783767","0.8830588493288","0.90049455745861","0.21952326662579","0.0045742974933614","0.0032464894092596","0.019239632534574","0.06373776882","0.03426530635","0.28304895718","0.00771837462","0.30834","0.19951811","0.14690816063","0.0220462"
"INTL.119-2-DZA-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-DZA-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-DZA-TST.A","        Metallurgical coke (Mst)","71.65015","210.54121","836.65329","917.12192","931.45195","945.78198","1151.91395","1246.71261","1259.94033","1137.58392","763.90083","751.77542","789.25396","740.75232","606.160269","529.329262","452.498255","433.20783","665.79524","629.970165","594.14509","597.45202","758.38928","837.7556","853.18794","832.24405","811.30016","848.668469","858.69949","594.14509","561.07579","483.91409","344.33564675598","220.83283758697","225.97355","157.19059759711","111.4962534642","111.4985352459","66.89232430408","108.24557598594","67.218233158748"
"","American Samoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ASM-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-ASM-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-ASM-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ASM-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-ASM-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-ASM-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-ASM-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Angola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-AGO-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-AGO-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-AGO-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-AGO-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-AGO-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-AGO-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-AGO-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ATA-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-ATA-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-ATA-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ATA-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-ATA-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-ATA-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-ATA-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ATG-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-ATG-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-ATG-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ATG-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-ATG-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-ATG-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-ATG-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Argentina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ARG-TST.A","        Coal (Mst)","1499.14159999995","1356.94361","1408.75217999994","1296.31655999998","1043.88756999999","1234.58719999999","1589.53101999997","1673.30657999998","1711.88742999996","1765.90062000008","1566.382509999962","1358.04592000004","1349.22743999996","1236.791820000013","1685.43199000004","1528.90396999998","1413.16141999997","1355.8413","1338.20433999999","1409.85448999997","1254.42877999998","1016.329819999987","858.699489999987","1042.78525999996","1230.177959999923","1578.507919999907","1518.983179999991","1558.66633999993","1785.745875536054","1720.995721852889","1657.874240000023","1785.363011283237","1897.075509999938","1934.554049999868","1850.778489999954","1748.263659999935","1679.9204399999992","1683.6633499250026","1354.279271884678","935.1996827459006","1112.531373626452"
"INTL.11-2-ARG-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-ARG-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ARG-TST.A","            Bituminous (Mst)","1341.392236204","1166.1360601156","1210.8025534882","1074.3687195062","871.52572873313","1090.3558462471","1460.2091201613","1529.5496161102","1532.4940426579","1591.5646467808","1468.9848402755","1243.2146657394","1271.6271924674","1174.5559273176","1563.1532189982","1420.2474842475","1303.5729387042","1253.6374979379","1235.1321838403","1282.547003861","1150.0310622598","950.81746248959","828.01963300908","1020.6695650121","1208.8916668892","1569.1402936013","1510.4130921548","1539.8286833076","1771.74055875","1709.0858574042","1646.4311560585","1761.1530155333","1875.8748750081","1925.4073028539","1830.2528590189","1735.6163922748","1671.332995995","1676.2842219273","1346.396772676","926.95531554299","1105.102807093"
"INTL.119-2-ARG-TST.A","            Subbituminous (Mst)","157.74936379595","190.8075498844","197.94962651174","221.94784049378","172.36184126686","144.23135375289","129.32189983867","143.75696388978","179.39338734206","174.33597321928","97.397669724462","114.83125426064","77.60024753256","62.235892682413","122.27877100184","108.65648575248","109.58848129577","102.2038020621","103.07215615969","127.30748613897","104.39771774018","65.512357510397","30.679856990907","22.11569498786","21.286293110723","9.367626398607","8.570087845191","18.83765669233","14.005316786054","11.909864448689","11.443083941523","24.209995749937","21.200634991838","9.146747145968","20.525630981054","12.647267725135","8.5874440049993","7.3791279977027","7.882499208678","8.2443672029106","7.428566533452"
"INTL.14-2-ARG-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-ARG-TST.A","        Metallurgical coke (Mst)","396.8316","385.8085","405.65008","373.68309","434.31014","621.70284","471.78868","553.35962","694.4553","770.51469","733.03615","607.37281","460.76558","514.77877","696.65992","685.63682","759.49159","822.32326","962.31663","935.86119","987.66976","875.23414","911.61037","1016.32982","1114.43541","1265.45188","1340.40896","1304.03273","1324.97662","996.48824","1209.23407","1301.82811","812.40247","843.26715","892.8711","817.91402","671.30679","715.28896","715.28896","798.51258021587","596.34971"
"","Armenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ARM-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","155.425900000003","97.554555","39.68321","22.5973850000003","17.7730387500001","12.9486925","8.12434625","5.4056520822426","2.68695791448518","2.07391582897029","1.98416000000003","3.0115033158811","1.74891582897028","0.76500314","1.23348489","3.0093063","2.76459348000001","0.39462698","2.56176843999997","3.32126003","2.92112149999998","1.39458529188","1.14750471","1.24325025429","1.32268491751","1.8059","2.08906814963","4.84219099177","13.11394727797"
"INTL.11-2-ARM-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","102.99907564965","64.648356486356","26.297637323064","14.975044488076","11.778002010832","8.5809595335882","5.3839170563444","4.2925266613432","1.7806181691821","1.3743617592635","1.3148815348086","1.9956909231447","1.1589877476854","0.50695936963581","0.81741719686234","1.9942349843022","1.8320664251392","0.26151506387553","1.6976564481752","2.2009633727848","1.9357958638831","0.924176704","0.60957743","0.79568373423","0.6238743907","0.57815","0.86132629473","3.92456311148","12.15825663338"
"INTL.130-2-ARM-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ARM-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
