country,value,year
Canada,3.2124731182795694,2017
Mexico,38.904019999999996,2017
US,22.999954838709698,2017
Total North America,65.11644795698926,2017
Argentina,11.611393442622951,2017
Brazil,15.478730282848762,2017
Other S. & Cent. America,80.44634313906761,2017
Total S. & Cent. America,107.5364668645393,2017
Germany,5.5694,2017
Italy,11.526693999999999,2017
Netherlands,1.184538,2017
Poland,2.021,2017
Spain,15.766005,2017
Turkey,1.1999000000000002,2017
Ukraine,1.4325259356689464,2017
United Kingdom,1.620944209679843,2017
Other Europe,21.612600101013662,2017
Total Europe,61.93360724636244,2017
Kazakhstan,1.930716597372749,2017
Russian Federation,10.675750619477995,2017
Other CIS,1.7963784229508195,2017
Total CIS,14.402845639801564,2017
Iran,28.87276637012411,2017
Saudi Arabia,156.8769638196455,2017
United Arab Emirates,1.5926366120218578,2017
Other Middle East,134.79405840404928,2017
Total Middle East,322.1364252058408,2017
Egypt,27.70028046718216,2017
South Africa,0.118,2017
Other Africa,55.996278125525045,2017
Total Africa,83.81455859270724,2017
Australia,5.309077,2017
China,10.745,2017
India,10.072794110877911,2017
Indonesia,18.9299,2017
Japan,65.72169145943501,2017
Malaysia,4.985872563175105,2017
South Korea,13.132607396440257,2017
Taiwan,12.760200000000001,2017
Thailand,0.33028979500010575,2017
Vietnam,0.7379608384496895,2017
Other Asia Pacific,72.36012528270774,2017
Total Asia Pacific,215.08551844608579,2017
Total World,870.0258699523264,2017
Canada,3.1659353952097615,2018
Mexico,36.75364658591712,2018
US,26.421311827957005,2018
Total North America,66.34089380908388,2018
Argentina,6.413228942433499,2018
Brazil,11.528073280041623,2018
Other S. & Cent. America,72.24314016707521,2018
Total S. & Cent. America,90.18444238955034,2018
Germany,5.2,2018
Italy,10.865090529768269,2018
Netherlands,0.605849245072349,2018
Poland,1.217,2018
Spain,15.550362963879106,2018
Turkey,0.5848297388121241,2018
Ukraine,0.5200276123708486,2018
United Kingdom,1.682362987136377,2018
Other Europe,19.817300066592473,2018
Total Europe,56.04282314363154,2018
Kazakhstan,1.715051445538559,2018
Russian Federation,11.424614869868218,2018
Other CIS,0.5164784229508196,2018
Total CIS,13.656144738357597,2018
Iran,23.023167515481227,2018
Saudi Arabia,150.5920397789645,2018
United Arab Emirates,1.5926366120218578,2018
Other Middle East,135.7134391670348,2018
Total Middle East,310.92128307350237,2018
Egypt,22.125146374152145,2018
South Africa,0.118,2018
Other Africa,55.33588695146176,2018
Total Africa,77.57903332561389,2018
Australia,5.25857,2018
China,10.745,2018
India,10.10219995371743,2018
Indonesia,20.197328544835717,2018
Japan,59.98025064853031,2018
Malaysia,2.327779043638332,2018
South Korea,9.068335664297773,2018
Taiwan,8.433200000000001,2018
Thailand,0.17720600699998032,2018
Vietnam,0.7379608384496895,2018
Other Asia Pacific,61.01977196032489,2018
Total Asia Pacific,188.04760266079407,2018
Total World,802.7722231405343,2018
