Report generated on: 03-01-2022 09:39:51
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.57-4-ARM-TBPD.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-ABW-TBPD.A","        Aruba","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0.272","0.235","0.357","1.101","1.012","0.97","0.235","1.088","1.94","1.652","1.364","1.561","1.757","0.983","0.571","3.207","0.004","0","3.128","3.892","0","0","0","",""
"INTL.57-4-AUS-TBPD.A","        Australia","0","0","0","0","16.25","88.925","81.595","88.884","102.515","75.194","107.986","145.583","141.661","157.738","144.432","175.749","162.281","179.02","213.043","200.02","308.855","392.145","386.228","314.103","261.232","229.964","189.984","236.203","234.672","252.458","275.84","299.363","262.199","236.547","224.109","230.267","215.426","195.82","197.718","266.401","251.824"
"INTL.57-4-AUT-TBPD.A","        Austria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.027","0.505","0.888","1.03","1.228","1.272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-AZE-TBPD.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","1.103","4.66","38.06","113.68","112.76","169.24","177.62","179.94","180.96","285.92","496.4","695.6","737.16","886.64","853.18","745.36","694.56","692.083","697.4","674.611","716.011","684.248","679.86","",""
"INTL.57-4-BHR-TBPD.A","        Bahrain","0","0","0","0","0","0","0","0","0","0","0.826","0.203","0.583","0.962","0.979","0.997","0.505","0.014","2.229","1.753","1.406","1.469","0.682","1.636","150.405","150.536","148.468","147.986","149.043","152.203","151.098","150.114","133.162","142.985","154.492","149.673","0","0","0","",""
"INTL.57-4-BGD-TBPD.A","        Bangladesh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-BRB-TBPD.A","        Barbados","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.189","0.271","0.21","0.173","0.219","0.174","0.173","0.174","0.137","0.126","0.108","0.105","0.116","0.109","0.103","0.094","0.079","0.092","0.683","0.685","0.685","",""
"INTL.57-4-BLR-TBPD.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","21.189","5.703","5.021","4.016","6.008","8.033","7.671","7.029","7.03","8.053","12.069","16.086","21.049","27.031","22.854","17.09","29.1","34.461","32.439","33.658","32.945","32.513","32.473","32.433","31.686","31.851","32.224","",""
"INTL.57-4-BEL-TBPD.A","        Belgium","0.745","0","3.352","1.595","1.571","0","0.101","0","0.242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-BLZ-TBPD.A","        Belize","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.261","2.895","3.455","3.865","4.151","3.863","2.644","2.025","1.781","1.225","1.208","1.211","1.211","",""
"INTL.57-4-BEN-TBPD.A","        Benin","3.188","4.3","4.58","0.46","0.1","6.5","7.3","6.24","4.76","3.82","3.876","3.715","2.563","4.217","3.555","2.611","2.243","1.807","0.984","0.984","0.701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-BMU-TBPD.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-BTN-TBPD.A","        Bhutan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-BOL-TBPD.A","        Bolivia","0","0","0","2.837","0.837","0.858","0.878","0.02","0.01","0","0.492","0.984","0.34","1.265","1.346","2.306","0.898","1.716","4.65","1.586","1.555","2.53","1.827","2.671","4.827","4.358","4.097","2.791","4.767","4.328","7.132","7.079","10.277","7.089","9.097","4.4","0","0","0","",""
"INTL.57-4-BIH-TBPD.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-BWA-TBPD.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0","0.003","0.001","0.001","0.001","0.001","0","0.003","0.01","0","0","0","",""
"INTL.57-4-BRA-TBPD.A","        Brazil","1.174","14.495","21.753","0.998","0","0","0","0","3.72","0.002","1.862","2.234","1.415","1.436","1.456","1.36","2.083","2.611","1.434","0.602","18.687","110.821","235.075","241.881","245.575","274.522","368.057","421.492","433.271","525.896","631.785","604.8","533.609","397.322","519.15","737.083","844.925","996.569","1123.314","",""
"INTL.57-4-VGB-TBPD.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-BRN-TBPD.A","        Brunei","219.255","159.348","160.877","163.652","152.571","163.451","157.74","151.465","146.579","138.153","140.526","151.184","166.145","158.665","161.058","154.723","148.268","137.912","137.348","159.127","182.615","181.469","191.504","196.008","188.105","198.1","198.22","171.414","164.134","142.054","147.645","135.539","139.158","117.078","107.828","115.892","116.824","111.173","103.08","",""
"INTL.57-4-BGR-TBPD.A","        Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-BFA-TBPD.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MMR-TBPD.A","        Burma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.122","0.422","1.843","3.314","5.563","0.623","3.589","3.279","2.239","2.846","1.491","1.888","1.29","0.937","2.838","2.899","2.94","1.906","2.787","4.852","4.697","",""
"INTL.57-4-BDI-TBPD.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-CPV-TBPD.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-KHM-TBPD.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-CMR-TBPD.A","        Cameroon","66.372","72.673","82.214","90.194","145.326","142.343","139.262","140.684","132.842","143.923","139.597","125.77","118.777","118.659","102.817","97.681","104.298","107.775","120.772","107.202","112.93","107.696","101.651","97.918","91.814","82.115","88.989","77.552","75.577","63.942","55.724","53.295","56.198","65.147","75.814","96.436","83.112","68.575","62.16","",""
"INTL.57-4-CAN-TBPD.A","        Canada","205.068","163.028","230.186","309.58","308.732","427.884","469.54","500.029","607.005","530.862","546.41","645.329","697.424","787.035","846.944","906.348","972.8","1042.401","1146.429","1047.348","1179.705","1147.782","1153.96","1231.557","1355.474","1501.36","1588.225","1486.095","1553.273","1514.727","1590.305","1807.972","1932.656","2217.603","2381.843","2487.123","2907.293","2921.65","3176.975","3194.766","3016.996"
"INTL.57-4-CYM-TBPD.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-CAF-TBPD.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-TCD-TBPD.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","1.432","97.921","101.476","110.828","106.465","109.565","101.958","92.394","98.335","69.157","79.195","67.803","115.68","115.683","102","116","",""
"INTL.57-4-CHL-TBPD.A","        Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.041"
"INTL.57-4-CHN-TBPD.A","        China","266.909","275.834","304.913","304.713","447.082","602.245","571.522","545.992","522.327","489.096","481.115","453.198","431.379","389.765","370.833","365.539","409.178","397.667","312.855","143.733","206.402","151.621","153.93","163.328","109.99","162.003","127.261","77.999","84.876","101.877","60.849","50.487","48.706","32.473","12.049","57.556","58.651","97.214","52.532","",""
"INTL.57-4-COL-TBPD.A","        Colombia","0","0","0","0","0","0","102.612","145.57","144.429","164.181","192.072","173.992","181.937","196.735","190.852","323.264","327.97","354.666","454.98","527.827","393.987","303.609","293.932","237.001","222.572","237.309","229.215","239.038","309.3","408.67","537.569","678.17","705.417","817.28","842.038","849.78","624.699","533.059","481.317","",""
"INTL.57-4-COM-TBPD.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-COG-TBPD.A","        Congo-Brazzaville","65.125","79.773","84.947","93.292","105.177","106.403","107.239","111.83","130.348","144.412","144.432","142.253","158.612","174.621","165.576","171.684","194.929","224.107","238.152","256.203","249.395","225.391","218.836","197.108","207.281","227.9","257.642","206.698","222.94","261.552","291.47","264.276","250.62","224.691","226.364","221.364","190.354","235.221","331.691","",""
"INTL.57-4-COD-TBPD.A","        Congo-Kinshasa","17.107","15.843","21.659","18.45","22.762","30.824","30.884","27.776","24.667","25.169","23.063","22.401","20.456","20.295","22.722","22.662","22.562","22.622","22.662","23.544","23.785","24.427","23.685","25.79","27.936","25.45","25.289","24.367","22.842","22.241","22.241","24.166","24.006","22.642","21.278","21.017","21.22","24.025","21.278","",""
"INTL.57-4-COK-TBPD.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-CRI-TBPD.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-HRV-TBPD.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","12.746","10.652","4.432","5.082","2.256","0.813","0.813","2.643","0.712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-CUB-TBPD.A","        Cuba","0","0","0","0","0","0","0","0","0.619","2.056","0.704","0","0","0","0","0","0.005","0","0","2.191","2.651","0","0.073","0","0","0","1.158","1.192","1.133","1.97","1.345","0","0","0","0","0","0","0","0","",""
"INTL.57-4-CYP-TBPD.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-CZE-TBPD.A","        Czech Republic","--","--","--","--","--","--","--","--","--","--","--","--","--","1.312","4.483","2.06","1.691","1.837","2.08","2.201","2.235","2.403","2.827","2.686","1.289","1.171","0.848","0.343","0.403","0.424","0.404","0.384","0.423","0.505","0.545","0.565","0.565","0.485","0.444","0","0"
"INTL.57-4-CIV-TBPD.A","        Côte d’Ivoire","2.397","3.995","4.694","7.17","6.192","3.375","1.957","1.957","0.959","0","0","0","1.857","2.477","6.172","1.778","15.599","14.101","10.086","9.387","6.771","4.833","6.571","23.648","25.525","39.765","59.898","47.934","41.463","43.221","38.367","32.416","28.621","24.646","17.736","26.723","29.458","37.323","30.217","",""
"INTL.57-4-DNK-TBPD.A","        Denmark","0.725","4.18","14.498","22.696","17.64","19.606","16.961","35.114","39.347","45.755","55.911","85.896","89.125","103.281","119.313","95.972","105.536","141.948","167.349","222.412","269.73","240.928","277.173","269.601","300.841","275.153","233.579","189.843","174.303","172.781","155.517","146.895","122.008","124.482","96.9","91.327","78.284","82.746","56.719","46.691","23.452"
"INTL.57-4-DJI-TBPD.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-DMA-TBPD.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-DOM-TBPD.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-ECU-TBPD.A","        Ecuador","112.9","129.4","120","168.9","172","193.4","195.6","123.5","188.51","174.6","172.1","178.78","191.11","218.35","237.83","250.42","240.54","250.351","234.068","230.942","239.208","244.29","235.7","258.58","337.531","361","373","347.128","356.35","334.429","348.152","340.51","357.67","396.26","432.61","440.598","362.741","349.485","349.447","",""
"INTL.57-4-EGY-TBPD.A","        Egypt","335.671","362.702","362.145","370.877","397","442.1","380.441","450.122","425.073","432.955","422","414.316","423.998","393.812","375.646","353.132","355.182","313.4","278.393","284.2","220","138.101","140.208","99.907","37.588","57.475","52.334","96.5","102.139","123.778","187.726","198.745","189.556","233.752","241.887","257.968","225.845","209.904","204.119","",""
"INTL.57-4-SLV-TBPD.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GNQ-TBPD.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","2.503","4.458","4.86","6.251","12.843","46.299","75.981","89.018","106.648","179.739","199.178","221.716","315.33","347.464","336.186","330.861","339.295","295.463","254.118","238.945","267.1","248.641","225.046","217.649","242.52","205.592","184.474","",""
"INTL.57-4-ERI-TBPD.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-EST-TBPD.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-SWZ-TBPD.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-ETH-TBPD.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-FLK-TBPD.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-FRO-TBPD.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-FJI-TBPD.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-FIN-TBPD.A","        Finland","0","0","0","0","0","0","12.479","0","0","0","0","0","0.081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-CSK-TBPD.A","        Former Czechoslovakia","196.876","180.333","162.059","162.059","159.563","160.363","163.049","164.745","159.542","160.04","124.563","0.646","0.805","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-4-SCG-TBPD.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-4-SUN-TBPD.A","        Former U.S.S.R.","2373","2350","2418","2610","2685","2340","2654","2732","2878","2540","2170","1205","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-4-YUG-TBPD.A","        Former Yugoslavia","0","0","0","0","0","0","0","0","10","8","7.932","13.033","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-4-FRA-TBPD.A","        France","0","0","0","0","1.369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.308","3.685","1.373","0.404","0.808","0","1.353","0","0","0"
"INTL.57-4-GUF-TBPD.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-PYF-TBPD.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GAB-TBPD.A","        Gabon","150.246","124.11","129.477","135.545","139.5","163.8","150.1","145.139","148.117","171.915","239.159","277.516","271.29","296.353","323.95","354.471","352.202","357.55","341.578","302.337","263.9","248.939","239.801","244.964","246.145","251.984","226.266","228.375","214.973","212.59","237.614","226.972","224.507","213.108","216.721","216.601","193.784","183.743","178.396","",""
"INTL.57-4-GMB-TBPD.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GEO-TBPD.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","0.551","3.633","0.992","0.816","2.263","2.631","1.084","0.803","1.502","1.406","1.024","1.446","1.041","1.285","1.205","1.165","0.701","1.205","1.165","0.984","0.741","1.145","1.03","3.067","0.353","0.138","0.138","",""
"INTL.57-4-DEU-TBPD.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","0","4.188","2.181","22.635","15.406","35.803","72.347","28.046","35.154","64.779","20.798","26.694","13.064","22.311","14.195","11.065","13.932","2.718","2.221","14.255","7.572","3.907","0.687","0.606","6.724","2.039","0","0","2.091","0"
"INTL.57-4-DDR-TBPD.A","        Germany, East","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-4-DEUW-TBPD.A","        Germany, West","1.41","0","1.232","0.121","0.101","0.02","0","0.02","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-4-GHA-TBPD.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.634","83.925","98.765","107.572","104.037","85.03","162.803","176.833","",""
"INTL.57-4-GIB-TBPD.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GRC-TBPD.A","        Greece","63.914","46.239","17.547","1.131","14.659","15.124","42.08","24.896","23.197","21.545","24.896","13.69","9.464","14.599","8.582","12.761","5.236","4.119","0","2.342","0","0","7.814","22.312","16.351","18.536","21.282","21.323","21.405","20.151","17.102","13.811","5.195","2.928","1.191","1.615","3.15","3.291","4.079","4.813","1.802"
"INTL.57-4-GRL-TBPD.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GRD-TBPD.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GLP-TBPD.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GUM-TBPD.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.015","0.004","0.016","0.005","0.004","0.002","0.012","0.007","0.014","0.003","0","0","0","0","0","",""
"INTL.57-4-GTM-TBPD.A","        Guatemala","1.964","1.67","3.892","5.544","3.176","1.156","4.479","3.267","2.735","2.662","2.772","2.68","4.35","5.323","4.277","7.489","13.18","17.879","22.119","19.219","18.925","19.476","23.11","22.596","19.145","19.331","17.524","16.072","14.614","12.928","11.399","10.815","9.581","9.146","9.902","9.746","7.978","8.474","6.657","",""
"INTL.57-4-GIN-TBPD.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GNB-TBPD.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-GUY-TBPD.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-HTI-TBPD.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--","--","--","","--"
"INTL.57-4-HND-TBPD.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-HKG-TBPD.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-HUN-TBPD.A","        Hungary","17.821","10.782","36.264","25.745","26.822","0","0","0","0","0","0","0","0","0","0","0","0.302","1.09","0","0","0","0","0","0","2.739","6.946","16.376","12.034","9.565","0","0","0","0","1.232","0.202","1.938","1.514","3.251","7.956","2.529","3.545"
"INTL.57-4-ISL-TBPD.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-IND-TBPD.A","        India","0","0","0","0","0","0","0","0","0","0.42","1.789","1.018","1.692","2.127","1.016","0.423","0.588","1.834","0.524","0.571","2.059","3.546","0.004","1.807","1.896","4.091","4.153","2.836","1.149","0.109","0.939","0.418","2.304","0.005","0.709","1.31","0","0","0","",""
"INTL.57-4-IDN-TBPD.A","        Indonesia","1211.362","1256.682","1107.965","1180.582","1087.459","866.335","908.928","798.671","755.344","794.951","778.195","875.087","799.737","753.881","878.428","815.477","770.654","784.404","748.157","772.547","607.061","666.716","595.526","528.48","481.927","413.157","309.475","359.397","301.052","371.646","361.051","361.305","312.542","327.145","301.179","313.769","342.943","281.307","203.967","",""
