year,country,value
2018,China,7.191
2019,China,7.175
2020,China,7.166
2021,China,7.157
2022,China,7.154
2023,China,7.152
2024,China,7.146
2025,China,7.144
2026,China,7.145
2027,China,7.142
2028,China,7.143
2029,China,7.138999999999999
2030,China,7.127999999999999
2018,North Korea,11.145999999999999
2019,North Korea,11.222000000000001
2020,North Korea,11.295
2021,North Korea,11.360999999999999
2022,North Korea,11.422
2023,North Korea,11.485
2024,North Korea,11.544
2025,North Korea,11.597000000000001
2026,North Korea,11.649000000000001
2027,North Korea,11.695
2028,North Korea,11.74
2029,North Korea,11.795
2030,North Korea,11.845
2018,Taiwan,13.472999999999999
2019,Taiwan,13.415
2020,Taiwan,13.362
2021,Taiwan,13.3
2022,Taiwan,13.235999999999999
2023,Taiwan,13.183
2024,Taiwan,13.136
2025,Taiwan,13.09
2026,Taiwan,13.043
2027,Taiwan,13.007
2028,Taiwan,12.975999999999999
2029,Taiwan,12.944
2030,Taiwan,12.922
2018,Cambodia,4.534
2019,Cambodia,4.525
2020,Cambodia,4.513999999999999
2021,Cambodia,4.505
2022,Cambodia,4.496
2023,Cambodia,4.488
2024,Cambodia,4.479
2025,Cambodia,4.468
2026,Cambodia,4.456
2027,Cambodia,4.444
2028,Cambodia,4.4319999999999995
2029,Cambodia,4.423
2030,Cambodia,4.412
2018,Indonesia,3.136
2019,Indonesia,3.148
2020,Indonesia,3.16
2021,Indonesia,3.174
2022,Indonesia,3.187
2023,Indonesia,3.199
2024,Indonesia,3.2089999999999996
2025,Indonesia,3.221
2026,Indonesia,3.23
2027,Indonesia,3.239
2028,Indonesia,3.2489999999999997
2029,Indonesia,3.259
2030,Indonesia,3.267
2018,Laos,8.419
2019,Laos,8.419
2020,Laos,8.415
2021,Laos,8.408999999999999
2022,Laos,8.405
2023,Laos,8.4
2024,Laos,8.398
2025,Laos,8.392000000000001
2026,Laos,8.385
2027,Laos,8.379
2028,Laos,8.37
2029,Laos,8.363
2030,Laos,8.354
2018,Malaysia,7.862
2019,Malaysia,7.882000000000001
2020,Malaysia,7.903
2021,Malaysia,7.925
2022,Malaysia,7.937
2023,Malaysia,7.93
2024,Malaysia,7.894
2025,Malaysia,7.815
2026,Malaysia,7.716
2027,Malaysia,7.608
2028,Malaysia,7.5
2029,Malaysia,7.398
2030,Malaysia,7.295
2018,Maldives,3.34
2019,Maldives,3.3339999999999996
2020,Maldives,3.33
2021,Maldives,3.325
2022,Maldives,3.32
2023,Maldives,3.3169999999999997
2024,Maldives,3.3139999999999996
2025,Maldives,3.31
2026,Maldives,3.307
2027,Maldives,3.304
2028,Maldives,3.304
2029,Maldives,3.304
2030,Maldives,3.306
2018,Myanmar,5.018
2019,Myanmar,4.995
2020,Myanmar,4.973
2021,Myanmar,4.954
2022,Myanmar,4.937
2023,Myanmar,4.919
2024,Myanmar,4.9030000000000005
2025,Myanmar,4.89
2026,Myanmar,4.88
2027,Myanmar,4.8660000000000005
2028,Myanmar,4.853
2029,Myanmar,4.846
2030,Myanmar,4.838
2018,Philippines,6.0329999999999995
2019,Philippines,6.057
2020,Philippines,6.0760000000000005
2021,Philippines,6.095
2022,Philippines,6.1129999999999995
2023,Philippines,6.127999999999999
2024,Philippines,6.143
2025,Philippines,6.162000000000001
2026,Philippines,6.1739999999999995
2027,Philippines,6.185
2028,Philippines,6.1979999999999995
2029,Philippines,6.207999999999999
2030,Philippines,6.218
2018,Sri Lanka,19.88
2019,Sri Lanka,19.977
2020,Sri Lanka,20.074
2021,Sri Lanka,20.167
2022,Sri Lanka,20.268
2023,Sri Lanka,20.372
2024,Sri Lanka,20.474
2025,Sri Lanka,20.578000000000003
2026,Sri Lanka,20.693
2027,Sri Lanka,20.803
2028,Sri Lanka,20.92
2029,Sri Lanka,21.03
2030,Sri Lanka,21.164
2018,Thailand,10.469000000000001
2019,Thailand,10.489
2020,Thailand,10.509
2021,Thailand,10.523
2022,Thailand,10.535
2023,Thailand,10.544
2024,Thailand,10.562999999999999
2025,Thailand,10.589
2026,Thailand,10.618
2027,Thailand,10.639000000000001
2028,Thailand,10.657
2029,Thailand,10.686
2030,Thailand,10.714
2018,Timor-Leste,7.395
2019,Timor-Leste,7.416
2020,Timor-Leste,7.43
2021,Timor-Leste,7.442
2022,Timor-Leste,7.446000000000001
2023,Timor-Leste,7.446000000000001
2024,Timor-Leste,7.445
2025,Timor-Leste,7.442
2026,Timor-Leste,7.435
2027,Timor-Leste,7.4270000000000005
2028,Timor-Leste,7.412999999999999
2029,Timor-Leste,7.405
2030,Timor-Leste,7.398
2018,Vietnam,7.447
2019,Vietnam,7.4670000000000005
2020,Vietnam,7.485
2021,Vietnam,7.501
2022,Vietnam,7.517
2023,Vietnam,7.53
2024,Vietnam,7.542000000000001
2025,Vietnam,7.556
2026,Vietnam,7.567
2027,Vietnam,7.58
2028,Vietnam,7.587000000000001
2029,Vietnam,7.597
2030,Vietnam,7.605
2018,Fiji,9.913
2019,Fiji,9.984
2020,Fiji,10.048
2021,Fiji,10.107999999999999
2022,Fiji,10.167
2023,Fiji,10.224
2024,Fiji,10.272
2025,Fiji,10.319
2026,Fiji,10.363
2027,Fiji,10.404000000000002
2028,Fiji,10.442
2029,Fiji,10.479000000000001
2030,Fiji,10.520999999999999
2018,Kiribati,26.36
2019,Kiribati,26.346
2020,Kiribati,26.331
2021,Kiribati,26.318
2022,Kiribati,26.305999999999997
2023,Kiribati,26.296999999999997
2024,Kiribati,26.281999999999996
2025,Kiribati,26.269000000000002
2026,Kiribati,26.26
2027,Kiribati,26.237
2028,Kiribati,26.2
2029,Kiribati,26.169
2030,Kiribati,26.139
2018,Marshall Islands,22.467
2019,Marshall Islands,22.479
2020,Marshall Islands,22.485
2021,Marshall Islands,22.476
2022,Marshall Islands,22.469
2023,Marshall Islands,22.459
2024,Marshall Islands,22.447
2025,Marshall Islands,22.433000000000003
2026,Marshall Islands,22.405
2027,Marshall Islands,22.386999999999997
2028,Marshall Islands,22.366
2029,Marshall Islands,22.340999999999998
2030,Marshall Islands,22.313000000000002
2018,Federated States of Micronesia,17.039
2019,Federated States of Micronesia,17.054000000000002
2020,Federated States of Micronesia,17.079
2021,Federated States of Micronesia,17.093
2022,Federated States of Micronesia,17.112000000000002
2023,Federated States of Micronesia,17.121
2024,Federated States of Micronesia,17.133
2025,Federated States of Micronesia,17.153
2026,Federated States of Micronesia,17.168
2027,Federated States of Micronesia,17.182000000000002
2028,Federated States of Micronesia,17.206
2029,Federated States of Micronesia,17.226
2030,Federated States of Micronesia,17.249000000000002
2018,Papua New Guinea,22.928
2019,Papua New Guinea,22.799
2020,Papua New Guinea,22.664
2021,Papua New Guinea,22.548000000000002
2022,Papua New Guinea,22.439
2023,Papua New Guinea,22.315
2024,Papua New Guinea,22.201999999999998
2025,Papua New Guinea,22.096999999999998
2026,Papua New Guinea,21.999000000000002
2027,Papua New Guinea,21.892
2028,Papua New Guinea,21.779
2029,Papua New Guinea,21.688000000000002
2030,Papua New Guinea,21.58
2018,Samoa,10.02
2019,Samoa,10.03
2020,Samoa,10.041
2021,Samoa,10.052
2022,Samoa,10.056000000000001
2023,Samoa,10.065
2024,Samoa,10.07
2025,Samoa,10.072000000000001
2026,Samoa,10.067
2027,Samoa,10.061
2028,Samoa,10.057
2029,Samoa,10.049
2030,Samoa,10.037
2018,Solomon Islands,16.359
2019,Solomon Islands,16.324
2020,Solomon Islands,16.283
2021,Solomon Islands,16.253
2022,Solomon Islands,16.215
2023,Solomon Islands,16.173
2024,Solomon Islands,16.139
2025,Solomon Islands,16.105999999999998
2026,Solomon Islands,16.074
2027,Solomon Islands,16.042
2028,Solomon Islands,16.002
2029,Solomon Islands,15.967
2030,Solomon Islands,15.931
2018,Tonga,5.934
2019,Tonga,5.906000000000001
2020,Tonga,5.882999999999999
2021,Tonga,5.8629999999999995
2022,Tonga,5.843999999999999
2023,Tonga,5.8229999999999995
2024,Tonga,5.805
2025,Tonga,5.7860000000000005
2026,Tonga,5.768
2027,Tonga,5.747000000000001
2028,Tonga,5.727
2029,Tonga,5.709
2030,Tonga,5.691
2018,Vanuatu,17.668
2019,Vanuatu,17.635
2020,Vanuatu,17.604
2021,Vanuatu,17.575
2022,Vanuatu,17.543
2023,Vanuatu,17.517
2024,Vanuatu,17.483
2025,Vanuatu,17.453
2026,Vanuatu,17.418
2027,Vanuatu,17.389
2028,Vanuatu,17.35
2029,Vanuatu,17.316
2030,Vanuatu,17.275
2018,Armenia,8.155
2019,Armenia,8.054
2020,Armenia,7.954
2021,Armenia,7.862
2022,Armenia,7.773
2023,Armenia,7.687
2024,Armenia,7.611000000000001
2025,Armenia,7.546
2026,Armenia,7.479
2027,Armenia,7.412999999999999
2028,Armenia,7.356
2029,Armenia,7.303
2030,Armenia,7.255
2018,Azerbaijan,4.039
2019,Azerbaijan,4.013999999999999
2020,Azerbaijan,3.983
2021,Azerbaijan,3.9560000000000004
2022,Azerbaijan,3.931
2023,Azerbaijan,3.903
2024,Azerbaijan,3.8810000000000002
2025,Azerbaijan,3.8560000000000003
2026,Azerbaijan,3.8360000000000003
2027,Azerbaijan,3.815
2028,Azerbaijan,3.799
2029,Azerbaijan,3.783
2030,Azerbaijan,3.76
2018,Georgia,7.442
2019,Georgia,7.406000000000001
2020,Georgia,7.372999999999999
2021,Georgia,7.34
2022,Georgia,7.316
2023,Georgia,7.29
2024,Georgia,7.28
2025,Georgia,7.272
2026,Georgia,7.265
