year,country,value
2018,China,97.82600000000001
2019,China,97.90299999999999
2020,China,97.978
2021,China,98.04700000000001
2022,China,98.11200000000001
2023,China,98.17299999999999
2024,China,98.23299999999999
2025,China,98.289
2026,China,98.34200000000001
2027,China,98.39200000000001
2028,China,98.441
2029,China,98.486
2030,China,98.53
2018,North Korea,73.46600000000001
2019,North Korea,73.48899999999999
2020,North Korea,73.51
2021,North Korea,73.53
2022,North Korea,73.548
2023,North Korea,73.565
2024,North Korea,73.582
2025,North Korea,73.59899999999999
2026,North Korea,85.625
2027,North Korea,85.684
2028,North Korea,85.727
2029,North Korea,85.76
2030,North Korea,85.788
2018,Taiwan,85.363
2019,Taiwan,85.40100000000001
2020,Taiwan,85.43700000000001
2021,Taiwan,85.473
2022,Taiwan,85.506
2023,Taiwan,85.538
2024,Taiwan,85.568
2025,Taiwan,85.59700000000001
2026,Taiwan,85.624
2027,Taiwan,85.649
2028,Taiwan,85.67299999999999
2029,Taiwan,85.696
2030,Taiwan,85.71600000000001
2018,Cambodia,81.59
2019,Cambodia,81.851
2020,Cambodia,82.09
2021,Cambodia,82.32
2022,Cambodia,82.536
2023,Cambodia,82.74600000000001
2024,Cambodia,82.945
2025,Cambodia,83.13600000000001
2026,Cambodia,83.316
2027,Cambodia,83.492
2028,Cambodia,83.66
2029,Cambodia,83.821
2030,Cambodia,83.97399999999999
2018,Indonesia,54.04
2019,Indonesia,54.653
2020,Indonesia,55.262
2021,Indonesia,55.841
2022,Indonesia,56.415
2023,Indonesia,56.96
2024,Indonesia,57.513000000000005
2025,Indonesia,58.028999999999996
2026,Indonesia,58.533
2027,Indonesia,59.023999999999994
2028,Indonesia,59.506
2029,Indonesia,59.961999999999996
2030,Indonesia,60.406000000000006
2018,Laos,56.265
2019,Laos,56.986999999999995
2020,Laos,57.661
2021,Laos,58.31399999999999
2022,Laos,58.928999999999995
2023,Laos,70.944
2024,Laos,71.608
2025,Laos,72.242
2026,Laos,72.84100000000001
2027,Laos,73.426
2028,Laos,73.988
2029,Laos,74.525
2030,Laos,75.041
2018,Malaysia,69.243
2019,Malaysia,69.402
2020,Malaysia,69.55199999999999
2021,Malaysia,69.696
2022,Malaysia,69.834
2023,Malaysia,69.964
2024,Malaysia,70.09
2025,Malaysia,81.661
2026,Malaysia,81.862
2027,Malaysia,82.035
2028,Malaysia,82.19
2029,Malaysia,82.33
2030,Malaysia,82.461
2018,Maldives,74.358
2019,Maldives,74.377
2020,Maldives,74.39399999999999
2021,Maldives,74.41
2022,Maldives,74.42399999999999
2023,Maldives,74.438
2024,Maldives,74.45100000000001
2025,Maldives,74.46300000000001
2026,Maldives,74.47399999999999
2027,Maldives,74.485
2028,Maldives,86.78
2029,Maldives,86.839
2030,Maldives,86.881
2018,Myanmar,64.811
2019,Myanmar,65.54899999999999
2020,Myanmar,66.258
2021,Myanmar,66.926
2022,Myanmar,67.569
2023,Myanmar,68.17699999999999
2024,Myanmar,68.773
2025,Myanmar,69.328
2026,Myanmar,69.855
2027,Myanmar,70.35600000000001
2028,Myanmar,70.837
2029,Myanmar,71.293
2030,Myanmar,71.733
2018,Philippines,81.11
2019,Philippines,81.656
2020,Philippines,82.16
2021,Philippines,82.652
2022,Philippines,83.109
2023,Philippines,83.565
2024,Philippines,84.006
2025,Philippines,84.431
2026,Philippines,84.82799999999999
2027,Philippines,85.229
2028,Philippines,85.618
2029,Philippines,85.994
2030,Philippines,86.363
2018,Sri Lanka,73.597
2019,Sri Lanka,73.646
2020,Sri Lanka,73.693
2021,Sri Lanka,73.737
2022,Sri Lanka,73.779
2023,Sri Lanka,73.818
2024,Sri Lanka,73.857
2025,Sri Lanka,73.893
2026,Sri Lanka,73.92699999999999
2027,Sri Lanka,73.961
2028,Sri Lanka,86.21600000000001
2029,Sri Lanka,86.29799999999999
2030,Sri Lanka,86.36200000000001
2018,Thailand,48.086000000000006
2019,Thailand,48.141999999999996
2020,Thailand,48.193999999999996
2021,Thailand,71.402
2022,Thailand,71.539
2023,Thailand,71.665
2024,Thailand,71.778
2025,Thailand,71.88
2026,Thailand,71.973
2027,Thailand,83.712
2028,Thailand,83.87
2029,Thailand,84.0
2030,Thailand,84.11200000000001
2018,Timor-Leste,68.908
2019,Timor-Leste,69.041
2020,Timor-Leste,69.183
2021,Timor-Leste,69.32300000000001
2022,Timor-Leste,69.473
2023,Timor-Leste,69.631
