year,country,value
2018,China,1.858
2019,China,1.815
2020,China,1.774
2021,China,1.735
2022,China,1.696
2023,China,1.6580000000000001
2024,China,1.6219999999999999
2025,China,1.587
2026,China,1.555
2027,China,1.524
2028,China,1.495
2029,China,1.4669999999999999
2030,China,1.439
2018,North Korea,5.202000000000001
2019,North Korea,5.153
2020,North Korea,5.155
2021,North Korea,5.223
2022,North Korea,5.063
2023,North Korea,4.906000000000001
2024,North Korea,4.754
2025,North Korea,4.61
2026,North Korea,4.4719999999999995
2027,North Korea,4.3389999999999995
2028,North Korea,4.209
2029,North Korea,4.084
2030,North Korea,3.965
2018,Taiwan,1.5859999999999999
2019,Taiwan,1.555
2020,Taiwan,1.538
2021,Taiwan,1.515
2022,Taiwan,1.492
2023,Taiwan,1.472
2024,Taiwan,1.459
2025,Taiwan,1.444
2026,Taiwan,1.4340000000000002
2027,Taiwan,1.4269999999999998
2028,Taiwan,1.4240000000000002
2029,Taiwan,1.431
2030,Taiwan,1.444
2018,Cambodia,8.503
2019,Cambodia,8.259
2020,Cambodia,8.022
2021,Cambodia,7.794
2022,Cambodia,7.5760000000000005
2023,Cambodia,7.364
2024,Cambodia,7.1579999999999995
2025,Cambodia,6.959
2026,Cambodia,6.766
2027,Cambodia,6.58
2028,Cambodia,6.4
2029,Cambodia,6.226
2030,Cambodia,6.059
2018,Indonesia,12.538
2019,Indonesia,12.372
2020,Indonesia,12.207
2021,Indonesia,12.037
2022,Indonesia,11.875
2023,Indonesia,11.716
2024,Indonesia,11.562999999999999
2025,Indonesia,11.413
2026,Indonesia,11.269
2027,Indonesia,11.13
2028,Indonesia,10.994000000000002
2029,Indonesia,10.857999999999999
2030,Indonesia,10.722000000000001
2018,Laos,5.973
2019,Laos,5.925
2020,Laos,5.876
2021,Laos,5.822
2022,Laos,5.784
2023,Laos,5.747000000000001
2024,Laos,5.711
2025,Laos,5.676
2026,Laos,5.642
2027,Laos,5.609
2028,Laos,5.5760000000000005
2029,Laos,5.544
2030,Laos,5.513
2018,Malaysia,9.589
2019,Malaysia,9.61
2020,Malaysia,9.628
2021,Malaysia,9.645
2022,Malaysia,9.669
2023,Malaysia,9.693
2024,Malaysia,9.717
2025,Malaysia,9.741
2026,Malaysia,9.766
2027,Malaysia,9.792
2028,Malaysia,9.82
2029,Malaysia,9.847999999999999
2030,Malaysia,9.878
2018,Maldives,8.56
2019,Maldives,8.254
2020,Maldives,7.962000000000001
2021,Maldives,7.6770000000000005
2022,Maldives,7.4239999999999995
2023,Maldives,7.18
2024,Maldives,6.949
2025,Maldives,6.726
2026,Maldives,6.516
2027,Maldives,6.315
2028,Maldives,6.122999999999999
2029,Maldives,5.936
2030,Maldives,5.754
2018,Myanmar,6.734
2019,Myanmar,6.55
2020,Myanmar,6.372999999999999
2021,Myanmar,6.2
2022,Myanmar,6.032
2023,Myanmar,5.867000000000001
2024,Myanmar,5.707999999999999
2025,Myanmar,5.553
2026,Myanmar,5.403
2027,Myanmar,5.256
2028,Myanmar,5.114
2029,Myanmar,4.976
2030,Myanmar,4.843
2018,Philippines,6.46
2019,Philippines,6.417000000000001
2020,Philippines,6.377000000000001
2021,Philippines,6.3389999999999995
2022,Philippines,6.308
2023,Philippines,6.278
2024,Philippines,6.247999999999999
2025,Philippines,6.22
2026,Philippines,6.192
2027,Philippines,6.166
2028,Philippines,6.14
2029,Philippines,6.115
2030,Philippines,6.0920000000000005
2018,Sri Lanka,10.96
2019,Sri Lanka,10.725999999999999
2020,Sri Lanka,10.495
2021,Sri Lanka,10.269
2022,Sri Lanka,10.058
2023,Sri Lanka,9.852
2024,Sri Lanka,9.65
2025,Sri Lanka,9.45
2026,Sri Lanka,9.253
2027,Sri Lanka,9.058
2028,Sri Lanka,8.868
2029,Sri Lanka,8.685
2030,Sri Lanka,8.507
2018,Thailand,6.805
2019,Thailand,6.891
2020,Thailand,6.982
2021,Thailand,7.077999999999999
2022,Thailand,7.167999999999999
2023,Thailand,7.261
2024,Thailand,7.355
2025,Thailand,7.452000000000001
2026,Thailand,7.55
2027,Thailand,7.65
2028,Thailand,7.751
2029,Thailand,7.854
2030,Thailand,7.961
2018,Timor-Leste,15.148
2019,Timor-Leste,14.780999999999999
2020,Timor-Leste,14.422
2021,Timor-Leste,14.072000000000001
2022,Timor-Leste,13.75
2023,Timor-Leste,13.437999999999999
2024,Timor-Leste,13.137
2025,Timor-Leste,12.842
2026,Timor-Leste,12.555
2027,Timor-Leste,12.276
2028,Timor-Leste,12.004000000000001
2029,Timor-Leste,11.739
2030,Timor-Leste,11.48
2018,Vietnam,5.521
2019,Vietnam,5.343
2020,Vietnam,5.1739999999999995
2021,Vietnam,5.015
2022,Vietnam,4.863
2023,Vietnam,4.717
2024,Vietnam,4.58
2025,Vietnam,4.447
2026,Vietnam,4.322
2027,Vietnam,4.206
2028,Vietnam,4.093
2029,Vietnam,3.9789999999999996
2030,Vietnam,3.867
2018,Fiji,6.531000000000001
2019,Fiji,6.428999999999999
2020,Fiji,6.343
2021,Fiji,6.271
2022,Fiji,6.23
2023,Fiji,6.19
2024,Fiji,6.152
2025,Fiji,6.114
2026,Fiji,6.0760000000000005
2027,Fiji,6.039
2028,Fiji,6.004
2029,Fiji,5.97
2030,Fiji,5.936
2018,Kiribati,9.04
2019,Kiribati,8.94
2020,Kiribati,8.844
2021,Kiribati,8.752
2022,Kiribati,8.677
2023,Kiribati,8.604
2024,Kiribati,8.533
2025,Kiribati,8.465
2026,Kiribati,8.399
2027,Kiribati,8.337
2028,Kiribati,8.277999999999999
2029,Kiribati,8.22
2030,Kiribati,8.162
2018,Marshall Islands,5.596
2019,Marshall Islands,5.547999999999999
2020,Marshall Islands,5.502000000000001
2021,Marshall Islands,5.457999999999999
2022,Marshall Islands,5.399
2023,Marshall Islands,5.3420000000000005
2024,Marshall Islands,5.287000000000001
2025,Marshall Islands,5.233
2026,Marshall Islands,5.181
2027,Marshall Islands,5.131
2028,Marshall Islands,5.083
2029,Marshall Islands,5.0360000000000005
2030,Marshall Islands,4.9910000000000005
2018,Federated States of Micronesia,5.294
2019,Federated States of Micronesia,5.249
2020,Federated States of Micronesia,5.206
2021,Federated States of Micronesia,5.164
2022,Federated States of Micronesia,5.132999999999999
2023,Federated States of Micronesia,5.104
2024,Federated States of Micronesia,5.075
2025,Federated States of Micronesia,5.048
2026,Federated States of Micronesia,5.023
2027,Federated States of Micronesia,4.999
2028,Federated States of Micronesia,4.976
2029,Federated States of Micronesia,4.954
2030,Federated States of Micronesia,4.934
2018,Papua New Guinea,11.562000000000001
2019,Papua New Guinea,11.307
2020,Papua New Guinea,11.062000000000001
2021,Papua New Guinea,10.829
2022,Papua New Guinea,10.625
2023,Papua New Guinea,10.427
2024,Papua New Guinea,10.237
2025,Papua New Guinea,10.052999999999999
2026,Papua New Guinea,9.876
2027,Papua New Guinea,9.705
2028,Papua New Guinea,9.54
2029,Papua New Guinea,9.381
2030,Papua New Guinea,9.227
2018,Samoa,2.6660000000000004
2019,Samoa,2.673
2020,Samoa,2.682
2021,Samoa,2.693
2022,Samoa,2.713
2023,Samoa,2.736
2024,Samoa,2.759
2025,Samoa,2.781
2026,Samoa,2.803
2027,Samoa,2.825
2028,Samoa,2.847
2029,Samoa,2.87
2030,Samoa,2.8930000000000002
2018,Solomon Islands,5.033
2019,Solomon Islands,4.968
2020,Solomon Islands,4.906000000000001
2021,Solomon Islands,4.848
2022,Solomon Islands,4.803
2023,Solomon Islands,4.7589999999999995
2024,Solomon Islands,4.718
2025,Solomon Islands,4.677
2026,Solomon Islands,4.638
2027,Solomon Islands,4.599
2028,Solomon Islands,4.562
2029,Solomon Islands,4.526
2030,Solomon Islands,4.49
2018,Tonga,5.75
2019,Tonga,5.726
2020,Tonga,5.7
2021,Tonga,5.667000000000001
2022,Tonga,5.61
2023,Tonga,5.553999999999999
2024,Tonga,5.5
2025,Tonga,5.4479999999999995
2026,Tonga,5.396
2027,Tonga,5.345
2028,Tonga,5.296
2029,Tonga,5.247999999999999
2030,Tonga,5.202000000000001
2018,Vanuatu,5.65
2019,Vanuatu,5.591
2020,Vanuatu,5.532
2021,Vanuatu,5.479
2022,Vanuatu,5.428
2023,Vanuatu,5.379
