year,country,value
2018,China,54.57899999999999
2019,China,52.755
2020,China,50.998999999999995
2021,China,49.306000000000004
2022,China,47.681999999999995
2023,China,46.123000000000005
2024,China,44.623999999999995
2025,China,43.178999999999995
2026,China,41.786
2027,China,40.444
2028,China,39.153
2029,China,37.909
2030,China,36.711
2018,North Korea,107.06700000000001
2019,North Korea,105.73100000000001
2020,North Korea,104.40700000000001
2021,North Korea,103.09
2022,North Korea,101.78399999999999
2023,North Korea,100.491
2024,North Korea,99.212
2025,North Korea,97.95100000000001
2026,North Korea,96.70700000000001
2027,North Korea,95.47399999999999
2028,North Korea,94.25299999999999
2029,North Korea,93.053
2030,North Korea,91.876
2018,Taiwan,25.651
2019,Taiwan,25.164
2020,Taiwan,24.733
2021,Taiwan,24.316999999999997
2022,Taiwan,23.906
2023,Taiwan,23.495
2024,Taiwan,23.093000000000004
2025,Taiwan,22.706999999999997
2026,Taiwan,22.329
2027,Taiwan,21.956
2028,Taiwan,21.588
2029,Taiwan,21.233
2030,Taiwan,20.898000000000003
2018,Cambodia,96.22
2019,Cambodia,93.836
2020,Cambodia,91.544
2021,Cambodia,89.34299999999999
2022,Cambodia,87.23700000000001
2023,Cambodia,85.219
2024,Cambodia,83.277
2025,Cambodia,81.405
2026,Cambodia,79.601
2027,Cambodia,77.868
2028,Cambodia,76.197
2029,Cambodia,74.589
2030,Cambodia,73.033
2018,Indonesia,54.747
2019,Indonesia,53.824
2020,Indonesia,52.926
2021,Indonesia,52.048
2022,Indonesia,51.195
2023,Indonesia,50.368
2024,Indonesia,49.562
2025,Indonesia,48.772
2026,Indonesia,47.996
2027,Indonesia,47.24
2028,Indonesia,46.503
2029,Indonesia,45.781000000000006
2030,Indonesia,45.071000000000005
2018,Laos,102.34700000000001
2019,Laos,99.036
2020,Laos,95.85600000000001
2021,Laos,92.8
2022,Laos,89.866
2023,Laos,87.04899999999999
2024,Laos,84.34200000000001
2025,Laos,81.738
2026,Laos,79.23100000000001
2027,Laos,76.819
2028,Laos,74.498
2029,Laos,72.264
2030,Laos,70.11399999999999
2018,Malaysia,41.456
2019,Malaysia,40.791
2020,Malaysia,40.150999999999996
2021,Malaysia,39.535
2022,Malaysia,38.94
2023,Malaysia,38.365
2024,Malaysia,37.812
2025,Malaysia,37.283
2026,Malaysia,36.775
2027,Malaysia,36.291
2028,Malaysia,35.828
2029,Malaysia,35.381
2030,Malaysia,34.951
2018,Maldives,13.998
2019,Maldives,12.887
2020,Maldives,11.866
2021,Maldives,10.927999999999999
2022,Maldives,10.065
2023,Maldives,9.273
2024,Maldives,8.545
2025,Maldives,7.875
2026,Maldives,7.26
2027,Maldives,6.695
2028,Maldives,6.1739999999999995
2029,Maldives,5.696000000000001
2030,Maldives,5.256
2018,Myanmar,96.88600000000001
2019,Myanmar,94.22
2020,Myanmar,91.654
2021,Myanmar,89.18
2022,Myanmar,86.804
2023,Myanmar,84.525
2024,Myanmar,82.333
2025,Myanmar,80.221
2026,Myanmar,78.18
2027,Myanmar,76.212
2028,Myanmar,74.319
2029,Myanmar,72.494
