year,country,value
2018,China,336.23800000000006
2019,China,328.76199999999994
2020,China,321.806
2021,China,315.297
2022,China,309.041
2023,China,302.922
2024,China,297.091
2025,China,291.496
2026,China,286.2
2027,China,281.10900000000004
2028,China,276.25
2029,China,271.503
2030,China,266.651
2018,North Korea,566.85
2019,North Korea,562.964
2020,North Korea,559.163
2021,North Korea,556.227
2022,North Korea,553.524
2023,North Korea,550.656
2024,North Korea,547.756
2025,North Korea,544.77
2026,North Korea,541.753
2027,North Korea,538.862
2028,North Korea,536.062
2029,North Korea,533.363
2030,North Korea,530.607
2018,Taiwan,251.92
2019,Taiwan,248.458
2020,Taiwan,245.19799999999998
2021,Taiwan,242.08900000000003
2022,Taiwan,239.12599999999998
2023,Taiwan,236.425
2024,Taiwan,234.011
2025,Taiwan,231.84099999999998
2026,Taiwan,229.831
2027,Taiwan,227.864
2028,Taiwan,225.905
2029,Taiwan,223.933
2030,Taiwan,221.985
2018,Cambodia,420.605
2019,Cambodia,412.70099999999996
2020,Cambodia,405.11800000000005
2021,Cambodia,397.69199999999995
2022,Cambodia,390.436
2023,Cambodia,383.402
2024,Cambodia,376.58099999999996
2025,Cambodia,369.83
2026,Cambodia,363.24199999999996
2027,Cambodia,356.88199999999995
2028,Cambodia,350.67900000000003
2029,Cambodia,344.59
2030,Cambodia,338.459
2018,Indonesia,496.624
2019,Indonesia,486.965
2020,Indonesia,477.60400000000004
2021,Indonesia,468.764
2022,Indonesia,460.033
2023,Indonesia,451.55800000000005
2024,Indonesia,443.384
2025,Indonesia,435.51800000000003
2026,Indonesia,428.005
2027,Indonesia,420.76599999999996
2028,Indonesia,413.707
2029,Indonesia,406.94
2030,Indonesia,400.45300000000003
2018,Laos,553.247
2019,Laos,539.9630000000001
2020,Laos,526.956
2021,Laos,514.693
2022,Laos,502.583
2023,Laos,490.72
2024,Laos,479.245
2025,Laos,468.065
2026,Laos,457.097
2027,Laos,446.341
2028,Laos,435.967
2029,Laos,425.781
2030,Laos,415.91
2018,Malaysia,360.434
2019,Malaysia,353.976
2020,Malaysia,347.99800000000005
2021,Malaysia,342.19
2022,Malaysia,336.264
2023,Malaysia,329.865
2024,Malaysia,322.506
2025,Malaysia,314.381
2026,Malaysia,305.57599999999996
2027,Malaysia,296.867
2028,Malaysia,288.482
2029,Malaysia,280.51599999999996
2030,Malaysia,272.85200000000003
2018,Maldives,221.051
2019,Maldives,217.868
2020,Maldives,214.609
2021,Maldives,211.61700000000002
2022,Maldives,208.71400000000003
2023,Maldives,205.84599999999998
2024,Maldives,203.055
2025,Maldives,200.326
2026,Maldives,197.68900000000002
2027,Maldives,195.118
2028,Maldives,192.565
2029,Maldives,190.13099999999997
2030,Maldives,187.736
2018,Myanmar,498.115
2019,Myanmar,486.7
2020,Myanmar,475.725
2021,Myanmar,465.30400000000003
2022,Myanmar,454.155
2023,Myanmar,443.43199999999996
2024,Myanmar,433.126
2025,Myanmar,423.29900000000004
2026,Myanmar,413.827
2027,Myanmar,404.756
2028,Myanmar,395.994
2029,Myanmar,387.597
2030,Myanmar,379.486
2018,Philippines,533.555
2019,Philippines,524.516
2020,Philippines,515.695
2021,Philippines,507.223
2022,Philippines,498.80699999999996
2023,Philippines,490.85699999999997
2024,Philippines,482.92
2025,Philippines,475.165
2026,Philippines,467.727
2027,Philippines,460.37
2028,Philippines,453.31
2029,Philippines,446.459
2030,Philippines,439.582
2018,Sri Lanka,283.248
2019,Sri Lanka,278.64599999999996
2020,Sri Lanka,274.163
2021,Sri Lanka,269.753
2022,Sri Lanka,265.193
2023,Sri Lanka,260.589
2024,Sri Lanka,256.17
2025,Sri Lanka,251.766
2026,Sri Lanka,247.627
2027,Sri Lanka,243.468
2028,Sri Lanka,239.50400000000002
2029,Sri Lanka,235.743
2030,Sri Lanka,231.989
2018,Thailand,250.30200000000002
2019,Thailand,247.78799999999998
2020,Thailand,245.243
2021,Thailand,242.537
2022,Thailand,239.683
2023,Thailand,236.917
2024,Thailand,234.283
2025,Thailand,231.81
2026,Thailand,229.39
2027,Thailand,227.231
2028,Thailand,225.00599999999997
2029,Thailand,222.83700000000002
2030,Thailand,220.702
2018,Timor-Leste,466.06199999999995
2019,Timor-Leste,461.514
2020,Timor-Leste,456.341
2021,Timor-Leste,450.945
2022,Timor-Leste,444.55300000000005
2023,Timor-Leste,437.86800000000005
2024,Timor-Leste,430.731
2025,Timor-Leste,423.68199999999996
2026,Timor-Leste,416.48900000000003
2027,Timor-Leste,409.102
2028,Timor-Leste,402.00300000000004
2029,Timor-Leste,394.923
2030,Timor-Leste,388.084
2018,Vietnam,412.80199999999996
2019,Vietnam,406.089
2020,Vietnam,399.325
2021,Vietnam,392.81800000000004
2022,Vietnam,385.94
2023,Vietnam,379.346
2024,Vietnam,372.944
2025,Vietnam,366.615
2026,Vietnam,360.455
2027,Vietnam,354.472
2028,Vietnam,348.494
2029,Vietnam,342.805
2030,Vietnam,337.278
2018,Fiji,854.3760000000001
2019,Fiji,844.452
2020,Fiji,835.035
2021,Fiji,825.997
2022,Fiji,817.049
2023,Fiji,808.423
2024,Fiji,799.755
2025,Fiji,791.618
2026,Fiji,783.113
2027,Fiji,774.65
2028,Fiji,766.446
2029,Fiji,758.0139999999999
2030,Fiji,749.627
2018,Kiribati,1029.722
2019,Kiribati,1018.704
2020,Kiribati,1008.279
2021,Kiribati,998.597
2022,Kiribati,990.88
2023,Kiribati,983.541
2024,Kiribati,976.575
2025,Kiribati,969.8330000000001
2026,Kiribati,963.105
2027,Kiribati,956.4789999999999
2028,Kiribati,949.508
2029,Kiribati,942.438
2030,Kiribati,935.414
2018,Marshall Islands,1014.8739999999999
2019,Marshall Islands,1002.7860000000001
2020,Marshall Islands,990.77
2021,Marshall Islands,978.3969999999999
2022,Marshall Islands,966.398
2023,Marshall Islands,954.5269999999999
2024,Marshall Islands,942.7460000000001
2025,Marshall Islands,931.459
2026,Marshall Islands,920.6089999999999
2027,Marshall Islands,909.9810000000001
2028,Marshall Islands,899.7
2029,Marshall Islands,890.1139999999999
2030,Marshall Islands,880.797
2018,Federated States of Micronesia,797.9639999999999
2019,Federated States of Micronesia,789.696
2020,Federated States of Micronesia,782.429
2021,Federated States of Micronesia,775.706
2022,Federated States of Micronesia,769.202
2023,Federated States of Micronesia,762.9069999999999
2024,Federated States of Micronesia,756.696
2025,Federated States of Micronesia,751.373
2026,Federated States of Micronesia,746.693
2027,Federated States of Micronesia,742.6139999999999
2028,Federated States of Micronesia,738.6060000000001
2029,Federated States of Micronesia,734.799
2030,Federated States of Micronesia,731.2660000000001
2018,Papua New Guinea,1324.7120000000002
2019,Papua New Guinea,1303.819
2020,Papua New Guinea,1283.744
2021,Papua New Guinea,1265.778
2022,Papua New Guinea,1248.805
2023,Papua New Guinea,1232.315
2024,Papua New Guinea,1216.22
2025,Papua New Guinea,1200.255
2026,Papua New Guinea,1184.563
2027,Papua New Guinea,1168.741
2028,Papua New Guinea,1153.096
2029,Papua New Guinea,1137.945
2030,Papua New Guinea,1122.532
2018,Samoa,486.645
2019,Samoa,480.523
2020,Samoa,474.534
2021,Samoa,468.869
2022,Samoa,463.278
2023,Samoa,457.94800000000004
2024,Samoa,452.91
2025,Samoa,447.76199999999994
2026,Samoa,442.63199999999995
2027,Samoa,437.481
2028,Samoa,432.499
2029,Samoa,427.464
2030,Samoa,422.565
2018,Solomon Islands,804.132
2019,Solomon Islands,794.618
2020,Solomon Islands,785.4110000000001
2021,Solomon Islands,776.45
2022,Solomon Islands,767.955
2023,Solomon Islands,759.525
2024,Solomon Islands,751.451
2025,Solomon Islands,743.345
2026,Solomon Islands,735.285
2027,Solomon Islands,727.4810000000001
2028,Solomon Islands,719.529
2029,Solomon Islands,711.688
2030,Solomon Islands,703.7
2018,Tonga,531.026
2019,Tonga,525.776
2020,Tonga,520.582
2021,Tonga,515.519
2022,Tonga,510.407
2023,Tonga,505.358
2024,Tonga,500.51300000000003
2025,Tonga,495.527
2026,Tonga,490.561
2027,Tonga,485.712
2028,Tonga,480.75300000000004
2029,Tonga,475.875
2030,Tonga,471.091
2018,Vanuatu,920.095
2019,Vanuatu,908.789
2020,Vanuatu,898.07
2021,Vanuatu,887.33
2022,Vanuatu,876.825
2023,Vanuatu,866.548
2024,Vanuatu,856.572
2025,Vanuatu,846.825
2026,Vanuatu,837.1410000000001
2027,Vanuatu,827.681
2028,Vanuatu,818.404
2029,Vanuatu,809.243
2030,Vanuatu,800.247
2018,Armenia,417.13599999999997
2019,Armenia,413.57
2020,Armenia,409.85400000000004
2021,Armenia,406.219
2022,Armenia,402.596
2023,Armenia,398.756
2024,Armenia,394.79
2025,Armenia,390.82800000000003
2026,Armenia,386.866
2027,Armenia,382.70300000000003
2028,Armenia,378.224
2029,Armenia,373.909
2030,Armenia,369.785
2018,Azerbaijan,583.528
2019,Azerbaijan,578.502
2020,Azerbaijan,572.304
2021,Azerbaijan,565.887
2022,Azerbaijan,558.913
2023,Azerbaijan,551.487
2024,Azerbaijan,544.486
2025,Azerbaijan,537.439
2026,Azerbaijan,530.492
2027,Azerbaijan,523.3480000000001
2028,Azerbaijan,516.28
2029,Azerbaijan,509.23199999999997
2030,Azerbaijan,502.05199999999996
2018,Georgia,537.276
2019,Georgia,529.073
2020,Georgia,521.465
2021,Georgia,514.004
2022,Georgia,507.619
2023,Georgia,501.366
2024,Georgia,495.194
2025,Georgia,489.434
2026,Georgia,483.861
2027,Georgia,478.222
2028,Georgia,472.285
2029,Georgia,466.76099999999997
2030,Georgia,461.20300000000003
2018,Kazakhstan,534.22
2019,Kazakhstan,531.927
2020,Kazakhstan,528.372
2021,Kazakhstan,524.7130000000001
2022,Kazakhstan,520.326
2023,Kazakhstan,515.3380000000001
2024,Kazakhstan,510.01199999999994
2025,Kazakhstan,504.39599999999996
2026,Kazakhstan,498.52
2027,Kazakhstan,492.163
2028,Kazakhstan,484.82300000000004
2029,Kazakhstan,476.616
2030,Kazakhstan,467.246
2018,Kyrgyzstan,476.861
2019,Kyrgyzstan,474.74800000000005
2020,Kyrgyzstan,471.815
2021,Kyrgyzstan,468.713
2022,Kyrgyzstan,464.93800000000005
2023,Kyrgyzstan,461.022
2024,Kyrgyzstan,457.158
2025,Kyrgyzstan,453.04
2026,Kyrgyzstan,449.17199999999997
2027,Kyrgyzstan,444.907
2028,Kyrgyzstan,440.49
2029,Kyrgyzstan,436.33099999999996
2030,Kyrgyzstan,432.233
2018,Mongolia,705.178
2019,Mongolia,694.924
2020,Mongolia,685.069
2021,Mongolia,675.959
2022,Mongolia,667.7610000000001
2023,Mongolia,660.2710000000001
2024,Mongolia,652.312
2025,Mongolia,645.255
2026,Mongolia,638.1990000000001
2027,Mongolia,631.59
2028,Mongolia,625.635
2029,Mongolia,619.941
2030,Mongolia,614.406
2018,Tajikistan,531.914
2019,Tajikistan,525.342
2020,Tajikistan,519.5840000000001
2021,Tajikistan,513.619
2022,Tajikistan,507.10900000000004
2023,Tajikistan,500.73
2024,Tajikistan,494.434
2025,Tajikistan,488.173
2026,Tajikistan,481.62800000000004
2027,Tajikistan,475.19300000000004
2028,Tajikistan,468.806
2029,Tajikistan,462.399
2030,Tajikistan,455.82599999999996
2018,Turkmenistan,641.238
2019,Turkmenistan,629.464
2020,Turkmenistan,618.2330000000001
2021,Turkmenistan,607.753
2022,Turkmenistan,597.081
2023,Turkmenistan,586.877
2024,Turkmenistan,576.771
2025,Turkmenistan,567.055
2026,Turkmenistan,557.085
2027,Turkmenistan,547.337
2028,Turkmenistan,537.6659999999999
2029,Turkmenistan,528.0840000000001
2030,Turkmenistan,518.55
2018,Uzbekistan,622.665
2019,Uzbekistan,609.943
2020,Uzbekistan,597.844
2021,Uzbekistan,586.383
2022,Uzbekistan,576.008
2023,Uzbekistan,566.1030000000001
2024,Uzbekistan,556.498
2025,Uzbekistan,547.422
2026,Uzbekistan,538.505
2027,Uzbekistan,529.878
2028,Uzbekistan,521.3480000000001
2029,Uzbekistan,513.184
2030,Uzbekistan,505.18199999999996
2018,Albania,279.914
2019,Albania,276.036
2020,Albania,272.274
2021,Albania,268.73400000000004
2022,Albania,265.494
2023,Albania,262.41
2024,Albania,259.466
2025,Albania,256.649
2026,Albania,253.99599999999998
2027,Albania,251.44799999999998
2028,Albania,248.96200000000002
2029,Albania,246.544
2030,Albania,244.225
2018,Bosnia and Herzegovina,378.228
2019,Bosnia and Herzegovina,373.29400000000004
2020,Bosnia and Herzegovina,368.4
2021,Bosnia and Herzegovina,364.038
2022,Bosnia and Herzegovina,360.44300000000004
2023,Bosnia and Herzegovina,356.95300000000003
2024,Bosnia and Herzegovina,353.546
2025,Bosnia and Herzegovina,350.131
2026,Bosnia and Herzegovina,346.842
2027,Bosnia and Herzegovina,343.691
2028,Bosnia and Herzegovina,340.57
2029,Bosnia and Herzegovina,337.535
2030,Bosnia and Herzegovina,334.543
2018,Bulgaria,506.92199999999997
2019,Bulgaria,495.20099999999996
2020,Bulgaria,483.281
2021,Bulgaria,472.784
2022,Bulgaria,463.155
2023,Bulgaria,453.38300000000004
2024,Bulgaria,443.723
2025,Bulgaria,434.37300000000005
2026,Bulgaria,425.459
2027,Bulgaria,416.41900000000004
2028,Bulgaria,407.662
2029,Bulgaria,399.144
2030,Bulgaria,390.44199999999995
2018,Croatia,308.03700000000003
2019,Croatia,302.585
2020,Croatia,297.30400000000003
2021,Croatia,292.71
2022,Croatia,287.79
2023,Croatia,283.041
2024,Croatia,278.33299999999997
2025,Croatia,273.77299999999997
2026,Croatia,269.422
2027,Croatia,265.203
2028,Croatia,260.949
2029,Croatia,256.657
2030,Croatia,252.484
2018,Czech Republic,289.655
2019,Czech Republic,284.243
2020,Czech Republic,279.087
2021,Czech Republic,274.563
2022,Czech Republic,269.94599999999997
2023,Czech Republic,265.462
2024,Czech Republic,261.02099999999996
2025,Czech Republic,256.627
2026,Czech Republic,252.297
2027,Czech Republic,248.06400000000002
2028,Czech Republic,243.688
2029,Czech Republic,239.38
2030,Czech Republic,235.113
2018,Hungary,437.17699999999996
2019,Hungary,428.975
2020,Hungary,421.027
2021,Hungary,413.721
2022,Hungary,406.509
2023,Hungary,399.49
2024,Hungary,392.436
2025,Hungary,385.587
2026,Hungary,379.01599999999996
2027,Hungary,372.379
2028,Hungary,365.717
2029,Hungary,359.31800000000004
2030,Hungary,352.976
2018,Macedonia,412.36400000000003
2019,Macedonia,407.26199999999994
2020,Macedonia,402.11699999999996
2021,Macedonia,397.22900000000004
2022,Macedonia,392.56
2023,Macedonia,387.918
2024,Macedonia,383.37199999999996
2025,Macedonia,378.782
2026,Macedonia,374.111
2027,Macedonia,369.154
2028,Macedonia,363.639
2029,Macedonia,357.63300000000004
2030,Macedonia,351.32099999999997
2018,Montenegro,414.14599999999996
2019,Montenegro,408.727
2020,Montenegro,402.038
2021,Montenegro,395.66
2022,Montenegro,389.61699999999996
2023,Montenegro,383.879
2024,Montenegro,378.01099999999997
2025,Montenegro,372.18800000000005
2026,Montenegro,366.662
2027,Montenegro,361.084
2028,Montenegro,355.66
2029,Montenegro,350.288
2030,Montenegro,345.0
2018,Poland,355.586
2019,Poland,346.31699999999995
2020,Poland,337.765
2021,Poland,330.236
2022,Poland,322.293
2023,Poland,314.675
2024,Poland,307.716
2025,Poland,300.77
2026,Poland,293.997
2027,Poland,287.427
2028,Poland,280.91200000000003
2029,Poland,274.612
2030,Poland,268.69
2018,Romania,437.285
2019,Romania,425.548
2020,Romania,414.491
2021,Romania,404.35900000000004
2022,Romania,394.227
2023,Romania,384.045
2024,Romania,374.394
2025,Romania,365.361
2026,Romania,356.736
2027,Romania,348.395
2028,Romania,340.48199999999997
2029,Romania,332.61800000000005
2030,Romania,324.893
2018,Serbia,435.214
2019,Serbia,432.173
2020,Serbia,429.02
2021,Serbia,425.999
2022,Serbia,423.63699999999994
2023,Serbia,421.26199999999994
2024,Serbia,418.60400000000004
2025,Serbia,416.305
2026,Serbia,413.789
2027,Serbia,411.01300000000003
2028,Serbia,407.925
2029,Serbia,404.597
2030,Serbia,400.64099999999996
2018,Slovakia,347.98699999999997
2019,Slovakia,340.966
2020,Slovakia,334.35699999999997
2021,Slovakia,328.219
2022,Slovakia,321.749
2023,Slovakia,315.486
2024,Slovakia,309.286
2025,Slovakia,303.291
2026,Slovakia,297.743
2027,Slovakia,291.974
2028,Slovakia,286.599
2029,Slovakia,281.31
2030,Slovakia,276.127
2018,Slovenia,224.269
2019,Slovenia,220.238
2020,Slovenia,216.35
2021,Slovenia,212.81599999999997
2022,Slovenia,208.928
2023,Slovenia,205.226
2024,Slovenia,201.64700000000002
2025,Slovenia,198.139
2026,Slovenia,194.773
2027,Slovenia,191.40599999999998
2028,Slovenia,188.11599999999999
2029,Slovenia,184.84
2030,Slovenia,181.65900000000002
2018,Belarus,480.61300000000006
2019,Belarus,474.68699999999995
2020,Belarus,468.751
2021,Belarus,460.906
2022,Belarus,450.267
2023,Belarus,438.906
2024,Belarus,428.005
2025,Belarus,417.595
2026,Belarus,408.162
2027,Belarus,399.605
2028,Belarus,391.1
2029,Belarus,383.166
2030,Belarus,375.36400000000003
2018,Estonia,319.54200000000003
2019,Estonia,314.775
2020,Estonia,309.585
2021,Estonia,304.849
2022,Estonia,300.247
2023,Estonia,295.803
2024,Estonia,291.23400000000004
2025,Estonia,286.768
2026,Estonia,282.421
2027,Estonia,278.339
2028,Estonia,273.814
2029,Estonia,269.403
2030,Estonia,264.863
2018,Latvia,448.37300000000005
2019,Latvia,437.92900000000003
2020,Latvia,428.26099999999997
2021,Latvia,419.81699999999995
2022,Latvia,411.69
2023,Latvia,403.61800000000005
2024,Latvia,396.4
2025,Latvia,389.091
2026,Latvia,382.13300000000004
2027,Latvia,374.535
2028,Latvia,367.01099999999997
2029,Latvia,359.839
2030,Latvia,352.795
2018,Lithuania,425.58099999999996
2019,Lithuania,416.32599999999996
2020,Lithuania,407.999
2021,Lithuania,400.785
2022,Lithuania,393.281
2023,Lithuania,386.56800000000004
2024,Lithuania,380.30300000000005
2025,Lithuania,374.467
2026,Lithuania,368.907
2027,Lithuania,363.205
2028,Lithuania,357.295
2029,Lithuania,351.77
2030,Lithuania,346.469
2018,Moldova,489.75800000000004
2019,Moldova,481.941
2020,Moldova,474.727
2021,Moldova,468.20300000000003
2022,Moldova,462.30699999999996
2023,Moldova,456.684
2024,Moldova,451.699
2025,Moldova,446.774
2026,Moldova,442.186
2027,Moldova,437.26300000000003
2028,Moldova,432.457
2029,Moldova,427.884
2030,Moldova,423.75
2018,Russian Federation,527.094
2019,Russian Federation,518.52
2020,Russian Federation,508.971
2021,Russian Federation,500.157
2022,Russian Federation,491.191
2023,Russian Federation,483.048
2024,Russian Federation,474.676
2025,Russian Federation,466.85
2026,Russian Federation,459.151
2027,Russian Federation,451.55300000000005
2028,Russian Federation,443.735
2029,Russian Federation,435.846
2030,Russian Federation,428.686
2018,Ukraine,624.8480000000001
2019,Ukraine,621.255
2020,Ukraine,616.823
2021,Ukraine,611.955
2022,Ukraine,606.868
2023,Ukraine,601.297
2024,Ukraine,596.241
2025,Ukraine,590.802
2026,Ukraine,585.231
2027,Ukraine,579.2130000000001
2028,Ukraine,573.058
2029,Ukraine,567.581
2030,Ukraine,561.904
2018,Brunei,423.37699999999995
2019,Brunei,418.42800000000005
2020,Brunei,413.699
2021,Brunei,409.095
2022,Brunei,404.36
2023,Brunei,399.505
2024,Brunei,394.945
2025,Brunei,390.569
2026,Brunei,386.39099999999996
2027,Brunei,382.966
2028,Brunei,379.05
2029,Brunei,375.468
2030,Brunei,372.273
2018,Japan,157.912
2019,Japan,155.33100000000002
2020,Japan,152.91
2021,Japan,150.584
2022,Japan,148.412
2023,Japan,146.382
2024,Japan,144.39
2025,Japan,142.549
2026,Japan,140.72799999999998
2027,Japan,138.937
2028,Japan,137.16
2029,Japan,135.43200000000002
2030,Japan,133.744
2018,South Korea,156.219
2019,South Korea,154.138
2020,South Korea,152.07
2021,South Korea,150.121
2022,South Korea,148.015
2023,South Korea,145.92
2024,South Korea,143.942
2025,South Korea,142.059
2026,South Korea,140.185
2027,South Korea,138.373
2028,South Korea,136.661
2029,South Korea,134.995
2030,South Korea,133.371
2018,Singapore,158.495
2019,Singapore,155.52100000000002
2020,Singapore,152.704
2021,Singapore,150.004
2022,Singapore,147.249
2023,Singapore,144.674
2024,Singapore,142.237
2025,Singapore,139.907
2026,Singapore,137.564
2027,Singapore,135.252
2028,Singapore,133.08
2029,Singapore,130.96
2030,Singapore,128.928
2018,Australia,188.578
2019,Australia,186.377
2020,Australia,184.247
2021,Australia,182.268
2022,Australia,180.237
2023,Australia,178.28400000000002
2024,Australia,176.39700000000002
2025,Australia,174.55599999999998
2026,Australia,172.729
2027,Australia,170.977
2028,Australia,169.27599999999998
2029,Australia,167.668
2030,Australia,166.07299999999998
2018,New Zealand,217.96599999999998
2019,New Zealand,214.57299999999998
2020,New Zealand,211.282
2021,New Zealand,208.063
2022,New Zealand,204.983
2023,New Zealand,202.108
2024,New Zealand,199.222
2025,New Zealand,196.479
2026,New Zealand,193.795
2027,New Zealand,191.204
2028,New Zealand,188.61
2029,New Zealand,186.132
2030,New Zealand,183.66299999999998
2018,Andorra,199.165
2019,Andorra,197.377
2020,Andorra,195.63099999999997
2021,Andorra,193.957
2022,Andorra,192.139
2023,Andorra,190.364
