year,country,value
2018,China,23.395
2019,China,23.311999999999998
2020,China,23.235
2021,China,23.160999999999998
2022,China,23.092
2023,China,23.028000000000002
2024,China,22.969
2025,China,22.915
2026,China,22.864
2027,China,22.816
2028,China,22.773000000000003
2029,China,22.734
2030,China,22.699
2018,North Korea,19.7
2019,North Korea,19.629
2020,North Korea,19.557000000000002
2021,North Korea,19.483
2022,North Korea,19.407
2023,North Korea,19.329
2024,North Korea,19.248
2025,North Korea,19.166
2026,North Korea,19.085
2027,North Korea,19.005
2028,North Korea,18.921
2029,North Korea,18.840999999999998
2030,North Korea,18.759
2018,Taiwan,18.004
2019,Taiwan,17.881
2020,Taiwan,17.761
2021,Taiwan,17.644000000000002
2022,Taiwan,17.534000000000002
2023,Taiwan,17.433
2024,Taiwan,17.340999999999998
2025,Taiwan,17.257
2026,Taiwan,17.184
2027,Taiwan,17.118
2028,Taiwan,17.055
2029,Taiwan,16.992
2030,Taiwan,16.928
2018,Cambodia,19.475
2019,Cambodia,19.283
2020,Cambodia,19.092
2021,Cambodia,18.905
2022,Cambodia,18.730999999999998
2023,Cambodia,18.564
2024,Cambodia,18.398
2025,Cambodia,18.230999999999998
2026,Cambodia,18.070999999999998
2027,Cambodia,17.922
2028,Cambodia,17.771
2029,Cambodia,17.628
2030,Cambodia,17.482
2018,Indonesia,29.674
2019,Indonesia,29.781
2020,Indonesia,29.889
2021,Indonesia,29.997
2022,Indonesia,30.105999999999998
2023,Indonesia,30.217
2024,Indonesia,30.329
2025,Indonesia,30.441999999999997
2026,Indonesia,30.555999999999997
2027,Indonesia,30.671999999999997
2028,Indonesia,30.79
2029,Indonesia,30.91
2030,Indonesia,31.031
2018,Laos,22.557
2019,Laos,22.37
2020,Laos,22.186999999999998
2021,Laos,22.008000000000003
2022,Laos,21.835
2023,Laos,21.666999999999998
2024,Laos,21.503
2025,Laos,21.344
2026,Laos,21.189
2027,Laos,21.038
2028,Laos,20.89
2029,Laos,20.748
2030,Laos,20.608
2018,Malaysia,20.739
2019,Malaysia,20.52
2020,Malaysia,20.307000000000002
2021,Malaysia,20.101
2022,Malaysia,19.902
2023,Malaysia,19.71
2024,Malaysia,19.524
2025,Malaysia,19.343
2026,Malaysia,19.168
2027,Malaysia,18.999000000000002
2028,Malaysia,18.836
2029,Malaysia,18.678
2030,Malaysia,18.527
2018,Maldives,23.072
2019,Maldives,22.984
2020,Maldives,22.891
2021,Maldives,22.794
2022,Maldives,22.695
2023,Maldives,22.596
2024,Maldives,22.497
2025,Maldives,22.397
2026,Maldives,22.294
2027,Maldives,22.191999999999997
2028,Maldives,22.093000000000004
2029,Maldives,21.997
2030,Maldives,21.903000000000002
2018,Myanmar,20.334
2019,Myanmar,20.187
2020,Myanmar,20.046
2021,Myanmar,19.91
2022,Myanmar,19.781
2023,Myanmar,19.658
2024,Myanmar,19.541
2025,Myanmar,19.429000000000002
2026,Myanmar,19.322
2027,Myanmar,19.222
2028,Myanmar,19.127
2029,Myanmar,19.037
2030,Myanmar,18.952
2018,Philippines,22.636999999999997
2019,Philippines,22.333000000000002
2020,Philippines,22.037
2021,Philippines,21.748
2022,Philippines,21.465999999999998
2023,Philippines,21.191
2024,Philippines,20.923000000000002
2025,Philippines,20.662
2026,Philippines,20.406
2027,Philippines,20.155
2028,Philippines,19.91
2029,Philippines,19.67
2030,Philippines,19.437
2018,Sri Lanka,12.437000000000001
2019,Sri Lanka,12.327
2020,Sri Lanka,12.220999999999998
2021,Sri Lanka,12.117
2022,Sri Lanka,12.015999999999998
2023,Sri Lanka,11.918
2024,Sri Lanka,11.823
2025,Sri Lanka,11.73
2026,Sri Lanka,11.64
2027,Sri Lanka,11.552
2028,Sri Lanka,11.467
2029,Sri Lanka,11.385
2030,Sri Lanka,11.305
2018,Thailand,19.233
2019,Thailand,19.13
2020,Thailand,19.031
2021,Thailand,18.935
2022,Thailand,18.844
2023,Thailand,18.756
2024,Thailand,18.673
2025,Thailand,18.592
2026,Thailand,18.514
2027,Thailand,18.439
2028,Thailand,18.368
2029,Thailand,18.299
2030,Thailand,18.233
2018,Timor-Leste,32.787
2019,Timor-Leste,32.77
2020,Timor-Leste,32.753
2021,Timor-Leste,32.736
2022,Timor-Leste,32.722
2023,Timor-Leste,32.709
2024,Timor-Leste,32.696999999999996
2025,Timor-Leste,32.686
2026,Timor-Leste,32.677
2027,Timor-Leste,32.671
2028,Timor-Leste,32.664
2029,Timor-Leste,32.661
2030,Timor-Leste,32.658
2018,Vietnam,20.114
2019,Vietnam,19.926
2020,Vietnam,19.741
2021,Vietnam,19.558
2022,Vietnam,19.378
2023,Vietnam,19.202
2024,Vietnam,19.029
2025,Vietnam,18.859
2026,Vietnam,18.692
2027,Vietnam,18.53
2028,Vietnam,18.369
2029,Vietnam,18.215
2030,Vietnam,18.061
2018,Fiji,25.1
2019,Fiji,24.949
2020,Fiji,24.803
2021,Fiji,24.660999999999998
2022,Fiji,24.524
2023,Fiji,24.391
2024,Fiji,24.263
2025,Fiji,24.139
2026,Fiji,24.02
2027,Fiji,23.904
2028,Fiji,23.791
2029,Fiji,23.683000000000003
2030,Fiji,23.58
2018,Kiribati,40.751
2019,Kiribati,40.674
2020,Kiribati,40.605
2021,Kiribati,40.542
2022,Kiribati,40.489000000000004
2023,Kiribati,40.446
2024,Kiribati,40.411
2025,Kiribati,40.382
2026,Kiribati,40.357
2027,Kiribati,40.335
2028,Kiribati,40.317
2029,Kiribati,40.305
2030,Kiribati,40.302
2018,Marshall Islands,18.723
2019,Marshall Islands,18.692999999999998
2020,Marshall Islands,18.666
2021,Marshall Islands,18.641
2022,Marshall Islands,18.62
2023,Marshall Islands,18.602999999999998
2024,Marshall Islands,18.589000000000002
2025,Marshall Islands,18.577
2026,Marshall Islands,18.567999999999998
2027,Marshall Islands,18.561
2028,Marshall Islands,18.555999999999997
2029,Marshall Islands,18.555
2030,Marshall Islands,18.558
2018,Federated States of Micronesia,28.73
2019,Federated States of Micronesia,28.698
2020,Federated States of Micronesia,28.67
2021,Federated States of Micronesia,28.648000000000003
2022,Federated States of Micronesia,28.63
2023,Federated States of Micronesia,28.619
2024,Federated States of Micronesia,28.615
2025,Federated States of Micronesia,28.616999999999997
2026,Federated States of Micronesia,28.625
2027,Federated States of Micronesia,28.639
2028,Federated States of Micronesia,28.660999999999998
2029,Federated States of Micronesia,28.691
2030,Federated States of Micronesia,28.726999999999997
2018,Papua New Guinea,31.975
2019,Papua New Guinea,31.865
2020,Papua New Guinea,31.759
2021,Papua New Guinea,31.658
2022,Papua New Guinea,31.56
2023,Papua New Guinea,31.468000000000004
2024,Papua New Guinea,31.379
2025,Papua New Guinea,31.296
2026,Papua New Guinea,31.217
2027,Papua New Guinea,31.141
2028,Papua New Guinea,31.070999999999998
2029,Papua New Guinea,31.005
2030,Papua New Guinea,30.943
2018,Samoa,28.558000000000003
2019,Samoa,28.514
2020,Samoa,28.471999999999998
2021,Samoa,28.434
2022,Samoa,28.399
2023,Samoa,28.368000000000002
2024,Samoa,28.342
