year,country,value
2018,China,13.405999999999999
2019,China,13.029000000000002
2020,China,12.661
2021,China,12.300999999999998
2022,China,11.950999999999999
2023,China,11.609000000000002
2024,China,11.276
2025,China,10.950999999999999
2026,China,10.634
2027,China,10.325999999999999
2028,China,10.025
2029,China,9.732000000000001
2030,China,9.447000000000001
2018,North Korea,9.124
2019,North Korea,9.057
2020,North Korea,8.99
2021,North Korea,8.923
2022,North Korea,8.857000000000001
2023,North Korea,8.791
2024,North Korea,8.726
2025,North Korea,8.661
2026,North Korea,8.597000000000001
2027,North Korea,8.533
2028,North Korea,8.469
2029,North Korea,8.406
2030,North Korea,8.343
2018,Taiwan,5.775
2019,Taiwan,5.7379999999999995
2020,Taiwan,5.702000000000001
2021,Taiwan,5.665
2022,Taiwan,5.629
2023,Taiwan,5.593
2024,Taiwan,5.558
2025,Taiwan,5.522
2026,Taiwan,5.487
2027,Taiwan,5.452000000000001
2028,Taiwan,5.417000000000001
2029,Taiwan,5.382000000000001
2030,Taiwan,5.348
2018,Cambodia,31.884
2019,Cambodia,31.308000000000003
2020,Cambodia,30.739
2021,Cambodia,30.174
2022,Cambodia,29.616
2023,Cambodia,29.064
2024,Cambodia,28.518
2025,Cambodia,27.978
2026,Cambodia,27.445
2027,Cambodia,26.916999999999998
2028,Cambodia,26.397
2029,Cambodia,25.881999999999998
2030,Cambodia,25.375
2018,Indonesia,25.680999999999997
2019,Indonesia,25.428
2020,Indonesia,25.177
2021,Indonesia,24.927
2022,Indonesia,24.679000000000002
2023,Indonesia,24.433000000000003
2024,Indonesia,24.189
2025,Indonesia,23.945999999999998
2026,Indonesia,23.704
2027,Indonesia,23.465
2028,Indonesia,23.226999999999997
2029,Indonesia,22.991
2030,Indonesia,22.756
2018,Laos,37.042
2019,Laos,36.564
2020,Laos,36.088
2021,Laos,35.615
2022,Laos,35.145
2023,Laos,34.677
2024,Laos,34.213
2025,Laos,33.751
2026,Laos,33.293
2027,Laos,32.838
2028,Laos,32.385999999999996
2029,Laos,31.938000000000002
2030,Laos,31.491999999999997
2018,Malaysia,6.755
2019,Malaysia,6.711
2020,Malaysia,6.667999999999999
2021,Malaysia,6.625
2022,Malaysia,6.582000000000001
2023,Malaysia,6.539
2024,Malaysia,6.497000000000001
2025,Malaysia,6.455
2026,Malaysia,6.412999999999999
2027,Malaysia,6.372000000000001
2028,Malaysia,6.33
2029,Malaysia,6.289
2030,Malaysia,6.247999999999999
2018,Maldives,23.394000000000002
2019,Maldives,22.819000000000003
2020,Maldives,22.254
2021,Maldives,21.699
2022,Maldives,21.155
2023,Maldives,20.62
2024,Maldives,20.095
2025,Maldives,19.58
2026,Maldives,19.076
2027,Maldives,18.581
2028,Maldives,18.096
2029,Maldives,17.621
2030,Maldives,17.156
2018,Myanmar,40.342
2019,Myanmar,39.839
2020,Myanmar,39.338
2021,Myanmar,38.839
2022,Myanmar,38.342
2023,Myanmar,37.848
2024,Myanmar,37.357
2025,Myanmar,36.868
2026,Myanmar,36.382
2027,Myanmar,35.898
2028,Myanmar,35.417
2029,Myanmar,34.94
2030,Myanmar,34.465
2018,Philippines,23.447
2019,Philippines,22.951
2020,Philippines,22.462
2021,Philippines,21.980999999999998
2022,Philippines,21.506999999999998
2023,Philippines,21.041
