year,country,value
2018,China,11.888
2019,China,11.763
2020,China,11.639000000000001
2021,China,11.517000000000001
2022,China,11.395
2023,China,11.275
2024,China,11.155
2025,China,11.037
2026,China,10.92
2027,China,10.804
2028,China,10.689
2029,China,10.575
2030,China,10.462
2018,North Korea,15.88
2019,North Korea,15.929
2020,North Korea,15.978
2021,North Korea,16.027
2022,North Korea,16.077
2023,North Korea,16.127
2024,North Korea,16.177
2025,North Korea,16.227
2026,North Korea,16.278
2027,North Korea,16.329
2028,North Korea,16.38
2029,North Korea,16.432000000000002
2030,North Korea,16.483
2018,Taiwan,9.05
2019,Taiwan,9.007
2020,Taiwan,8.964
2021,Taiwan,8.921
2022,Taiwan,8.878
2023,Taiwan,8.836
2024,Taiwan,8.794
2025,Taiwan,8.752
2026,Taiwan,8.71
2027,Taiwan,8.669
2028,Taiwan,8.628
2029,Taiwan,8.587
2030,Taiwan,8.547
2018,Cambodia,9.293
2019,Cambodia,9.184
2020,Cambodia,9.077
2021,Cambodia,8.971
2022,Cambodia,8.866
2023,Cambodia,8.762
2024,Cambodia,8.66
2025,Cambodia,8.559
2026,Cambodia,8.459
2027,Cambodia,8.36
2028,Cambodia,8.262
2029,Cambodia,8.166
2030,Cambodia,8.071
2018,Indonesia,10.885
2019,Indonesia,10.767000000000001
2020,Indonesia,10.65
2021,Indonesia,10.534
2022,Indonesia,10.42
2023,Indonesia,10.306
2024,Indonesia,10.193999999999999
2025,Indonesia,10.082
2026,Indonesia,9.972000000000001
2027,Indonesia,9.863
2028,Indonesia,9.754
2029,Indonesia,9.647
2030,Indonesia,9.541
2018,Laos,11.27
2019,Laos,11.109000000000002
2020,Laos,10.95
2021,Laos,10.794
2022,Laos,10.639000000000001
2023,Laos,10.485999999999999
2024,Laos,10.335
2025,Laos,10.186
2026,Laos,10.039
2027,Laos,9.895
2028,Laos,9.752
2029,Laos,9.611
2030,Laos,9.471
2018,Malaysia,8.635
2019,Malaysia,8.538
2020,Malaysia,8.442
2021,Malaysia,8.347000000000001
2022,Malaysia,8.253
2023,Malaysia,8.16
2024,Malaysia,8.068
2025,Malaysia,7.978
2026,Malaysia,7.888
2027,Malaysia,7.7989999999999995
2028,Malaysia,7.711
2029,Malaysia,7.624
2030,Malaysia,7.539
2018,Maldives,9.748
2019,Maldives,9.546
2020,Maldives,9.347999999999999
2021,Maldives,9.154
2022,Maldives,8.963
2023,Maldives,8.776
2024,Maldives,8.592
2025,Maldives,8.412
2026,Maldives,8.235
2027,Maldives,8.062000000000001
2028,Maldives,7.892
2029,Maldives,7.725
2030,Maldives,7.562
2018,Myanmar,10.433
2019,Myanmar,10.257
2020,Myanmar,10.084
2021,Myanmar,9.914
2022,Myanmar,9.747
2023,Myanmar,9.582
2024,Myanmar,9.42
2025,Myanmar,9.26
2026,Myanmar,9.103
2027,Myanmar,8.948
2028,Myanmar,8.796
2029,Myanmar,8.647
2030,Myanmar,8.499
2018,Philippines,7.327000000000001
2019,Philippines,7.257000000000001
2020,Philippines,7.188
2021,Philippines,7.12
2022,Philippines,7.053
2023,Philippines,6.986000000000001
2024,Philippines,6.92
2025,Philippines,6.854
2026,Philippines,6.79
2027,Philippines,6.726
2028,Philippines,6.662999999999999
2029,Philippines,6.601
2030,Philippines,6.539
2018,Sri Lanka,14.523
2019,Sri Lanka,14.311
2020,Sri Lanka,14.100999999999999
2021,Sri Lanka,13.894
2022,Sri Lanka,13.69
2023,Sri Lanka,13.488
2024,Sri Lanka,13.289000000000001
2025,Sri Lanka,13.092
2026,Sri Lanka,12.898
2027,Sri Lanka,12.706
2028,Sri Lanka,12.517000000000001
2029,Sri Lanka,12.331
2030,Sri Lanka,12.145999999999999
2018,Thailand,10.739
2019,Thailand,10.604000000000001
2020,Thailand,10.47
2021,Thailand,10.338
2022,Thailand,10.207
2023,Thailand,10.078
2024,Thailand,9.95
2025,Thailand,9.824
2026,Thailand,9.7
2027,Thailand,9.576
2028,Thailand,9.455
2029,Thailand,9.334
2030,Thailand,9.216000000000001
2018,Timor-Leste,19.802
2019,Timor-Leste,19.473
2020,Timor-Leste,19.149
2021,Timor-Leste,18.828
2022,Timor-Leste,18.512
2023,Timor-Leste,18.2
2024,Timor-Leste,17.892
2025,Timor-Leste,17.589000000000002
2026,Timor-Leste,17.289
2027,Timor-Leste,16.994
2028,Timor-Leste,16.703
2029,Timor-Leste,16.416
2030,Timor-Leste,16.133
2018,Vietnam,9.4
2019,Vietnam,9.307
2020,Vietnam,9.216000000000001
2021,Vietnam,9.125
2022,Vietnam,9.035
2023,Vietnam,8.946
2024,Vietnam,8.859
2025,Vietnam,8.772
2026,Vietnam,8.686
2027,Vietnam,8.601
2028,Vietnam,8.517999999999999
2029,Vietnam,8.435
2030,Vietnam,8.353
2018,Fiji,13.707
2019,Fiji,13.655
2020,Fiji,13.603
2021,Fiji,13.550999999999998
2022,Fiji,13.499
2023,Fiji,13.448
2024,Fiji,13.397
2025,Fiji,13.345999999999998
2026,Fiji,13.296
2027,Fiji,13.245999999999999
2028,Fiji,13.196
2029,Fiji,13.147
2030,Fiji,13.097999999999999
2018,Kiribati,16.49
2019,Kiribati,16.438
2020,Kiribati,16.385
2021,Kiribati,16.333
2022,Kiribati,16.282
2023,Kiribati,16.230999999999998
2024,Kiribati,16.18
2025,Kiribati,16.129
2026,Kiribati,16.079
2027,Kiribati,16.028
2028,Kiribati,15.979000000000001
2029,Kiribati,15.929
2030,Kiribati,15.88
2018,Marshall Islands,15.302999999999999
2019,Marshall Islands,15.222999999999999
2020,Marshall Islands,15.142000000000001
2021,Marshall Islands,15.062999999999999
2022,Marshall Islands,14.982999999999999
2023,Marshall Islands,14.905
2024,Marshall Islands,14.825999999999999
2025,Marshall Islands,14.749
2026,Marshall Islands,14.671
2027,Marshall Islands,14.594000000000001
2028,Marshall Islands,14.517999999999999
2029,Marshall Islands,14.442
2030,Marshall Islands,14.367
