country,year,value
South Africa,1993,0.9962183374
South Africa,1994,0.9975037987
South Africa,1995,0.9978565448
South Africa,1996,0.9980296936
South Africa,1997,0.9980808815
South Africa,1998,0.998131603
South Africa,1999,0.9983955544
South Africa,2000,0.9983911779
South Africa,2001,0.9984793717
South Africa,2002,0.9984622303
South Africa,2003,0.9985086705
South Africa,2004,0.9985834939
South Africa,2005,0.9985310752
South Africa,2006,0.998607631
South Africa,2007,0.9984633177
South Africa,2008,0.9979705232
South Africa,2009,0.9982234863
South Africa,2010,0.9980799918
South Africa,2011,0.9980170548
South Africa,2012,0.9978913401
South Africa,2013,0.99780308
South Africa,2014,0.9976653108
South Africa,2015,0.9974920977
South Africa,2016,0.9974850556
South Africa,2017,0.9975209192
South Africa,2018,0.997450974
